"GEOID","NAME","TotalE","TotalM","year"
"51145","Powhatan County, Virginia",28193,NA,2014
"51171","Shenandoah County, Virginia",42545,NA,2014
"51061","Fauquier County, Virginia",66726,NA,2014
"51790","Staunton city, Virginia",24132,NA,2014
"51065","Fluvanna County, Virginia",25945,NA,2014
"51007","Amelia County, Virginia",12764,NA,2014
"51750","Radford city, Virginia",16993,NA,2014
"51840","Winchester city, Virginia",27031,NA,2014
"51001","Accomack County, Virginia",33165,NA,2014
"51045","Craig County, Virginia",5206,NA,2014
"51063","Floyd County, Virginia",15452,NA,2014
"51071","Giles County, Virginia",17025,NA,2014
"51077","Grayson County, Virginia",15255,NA,2014
"51135","Nottoway County, Virginia",15756,NA,2014
"51157","Rappahannock County, Virginia",7446,NA,2014
"51036","Charles City County, Virginia",7154,NA,2014
"51047","Culpeper County, Virginia",47910,NA,2014
"51053","Dinwiddie County, Virginia",27993,NA,2014
"51079","Greene County, Virginia",18766,NA,2014
"51085","Hanover County, Virginia",100689,NA,2014
"51111","Lunenburg County, Virginia",12667,NA,2014
"51137","Orange County, Virginia",34239,NA,2014
"51595","Emporia city, Virginia",5682,NA,2014
"51197","Wythe County, Virginia",29259,NA,2014
"51550","Chesapeake city, Virginia",228168,NA,2014
"51660","Harrisonburg city, Virginia",50821,NA,2014
"51003","Albemarle County, Virginia",101883,NA,2014
"51019","Bedford County, Virginia",75607,NA,2014
"51029","Buckingham County, Virginia",17072,NA,2014
"51195","Wise County, Virginia",40872,NA,2014
"51580","Covington city, Virginia",5853,NA,2014
"51740","Portsmouth city, Virginia",96007,NA,2014
"51810","Virginia Beach city, Virginia",445623,NA,2014
"51005","Alleghany County, Virginia",16133,NA,2014
"51640","Galax city, Virginia",6981,NA,2014
"51193","Westmoreland County, Virginia",17518,NA,2014
"51133","Northumberland County, Virginia",12320,NA,2014
"51155","Pulaski County, Virginia",34630,NA,2014
"51187","Warren County, Virginia",38142,NA,2014
"51017","Bath County, Virginia",4644,NA,2014
"51590","Danville city, Virginia",42704,NA,2014
"51630","Fredericksburg city, Virginia",26632,NA,2014
"51009","Amherst County, Virginia",32237,NA,2014
"51670","Hopewell city, Virginia",22375,NA,2014
"51700","Newport News city, Virginia",181362,NA,2014
"51069","Frederick County, Virginia",80377,NA,2014
"51680","Lynchburg city, Virginia",77626,NA,2014
"51199","York County, Virginia",65808,NA,2014
"51690","Martinsville city, Virginia",13745,NA,2014
"51125","Nelson County, Virginia",14892,NA,2014
"51143","Pittsylvania County, Virginia",62955,NA,2014
"51530","Buena Vista city, Virginia",6683,NA,2014
"51610","Falls Church city, Virginia",13074,NA,2014
"51730","Petersburg city, Virginia",32439,NA,2014
"51735","Poquoson city, Virginia",12103,NA,2014
"51600","Fairfax city, Virginia",23507,NA,2014
"51820","Waynesboro city, Virginia",21177,NA,2014
"51770","Roanoke city, Virginia",97949,NA,2014
"51800","Suffolk city, Virginia",85477,NA,2014
"51710","Norfolk city, Virginia",244745,NA,2014
"51041","Chesterfield County, Virginia",324337,NA,2014
"51059","Fairfax County, Virginia",1117072,NA,2014
"51093","Isle of Wight County, Virginia",35518,NA,2014
"51620","Franklin city, Virginia",8534,NA,2014
"51678","Lexington city, Virginia",7114,NA,2014
"51089","Henry County, Virginia",52960,NA,2014
"51101","King William County, Virginia",16045,NA,2014
"51109","Louisa County, Virginia",33743,NA,2014
"51147","Prince Edward County, Virginia",23140,NA,2014
"51165","Rockingham County, Virginia",77345,NA,2014
"51181","Surry County, Virginia",6885,NA,2014
"51043","Clarke County, Virginia",14273,NA,2014
"51117","Mecklenburg County, Virginia",31913,NA,2014
"51015","Augusta County, Virginia",73707,NA,2014
"51075","Goochland County, Virginia",21627,NA,2014
"51113","Madison County, Virginia",13208,NA,2014
"51161","Roanoke County, Virginia",93194,NA,2014
"51025","Brunswick County, Virginia",16961,NA,2014
"51131","Northampton County, Virginia",12254,NA,2014
"51163","Rockbridge County, Virginia",22367,NA,2014
"51720","Norton city, Virginia",4015,NA,2014
"51570","Colonial Heights city, Virginia",17542,NA,2014
"51021","Bland County, Virginia",6727,NA,2014
"51023","Botetourt County, Virginia",33105,NA,2014
"51520","Bristol city, Virginia",17595,NA,2014
"51830","Williamsburg city, Virginia",14401,NA,2014
"51035","Carroll County, Virginia",29881,NA,2014
"51191","Washington County, Virginia",54833,NA,2014
"51139","Page County, Virginia",23905,NA,2014
"51510","Alexandria city, Virginia",146422,NA,2014
"51650","Hampton city, Virginia",136904,NA,2014
"51013","Arlington County, Virginia",220173,NA,2014
"51027","Buchanan County, Virginia",23683,NA,2014
"51179","Stafford County, Virginia",134672,NA,2014
"51760","Richmond city, Virginia",211063,NA,2014
"51057","Essex County, Virginia",11166,NA,2014
"51185","Tazewell County, Virginia",44331,NA,2014
"51685","Manassas Park city, Virginia",14992,NA,2014
"51183","Sussex County, Virginia",11923,NA,2014
"51683","Manassas city, Virginia",40436,NA,2014
"51775","Salem city, Virginia",25120,NA,2014
"51037","Charlotte County, Virginia",12399,NA,2014
"51081","Greensville County, Virginia",11911,NA,2014
"51095","James City County, Virginia",70673,NA,2015
"51167","Russell County, Virginia",28245,NA,2015
"51173","Smyth County, Virginia",31734,NA,2015
"51540","Charlottesville city, Virginia",45084,NA,2015
"51031","Campbell County, Virginia",55012,NA,2015
"51087","Henrico County, Virginia",318864,NA,2015
"51099","King George County, Virginia",24933,NA,2015
"51103","Lancaster County, Virginia",11129,NA,2015
"51105","Lee County, Virginia",25206,NA,2015
"51115","Mathews County, Virginia",8880,NA,2015
"51119","Middlesex County, Virginia",10717,NA,2015
"51149","Prince George County, Virginia",37380,NA,2015
"51159","Richmond County, Virginia",8989,NA,2015
"51169","Scott County, Virginia",22570,NA,2015
"51177","Spotsylvania County, Virginia",127691,NA,2015
"51011","Appomattox County, Virginia",15208,NA,2015
"51067","Franklin County, Virginia",56315,NA,2015
"51097","King and Queen County, Virginia",7106,NA,2015
"51121","Montgomery County, Virginia",96467,NA,2015
"51127","New Kent County, Virginia",19560,NA,2015
"51083","Halifax County, Virginia",35506,NA,2015
"51107","Loudoun County, Virginia",351129,NA,2015
"51153","Prince William County, Virginia",437271,NA,2015
"51175","Southampton County, Virginia",18410,NA,2015
"51091","Highland County, Virginia",2244,NA,2015
"51033","Caroline County, Virginia",29349,NA,2015
"51073","Gloucester County, Virginia",37001,NA,2015
"51141","Patrick County, Virginia",18264,NA,2015
"51145","Powhatan County, Virginia",28207,NA,2015
"51171","Shenandoah County, Virginia",42724,NA,2015
"51061","Fauquier County, Virginia",67463,NA,2015
"51790","Staunton city, Virginia",24193,NA,2015
"51065","Fluvanna County, Virginia",26014,NA,2015
"51007","Amelia County, Virginia",12777,NA,2015
"51750","Radford city, Virginia",17057,NA,2015
"51840","Winchester city, Virginia",27168,NA,2015
"51001","Accomack County, Virginia",33115,NA,2015
"51045","Craig County, Virginia",5212,NA,2015
"51063","Floyd County, Virginia",15523,NA,2015
"51071","Giles County, Virginia",16907,NA,2015
"51077","Grayson County, Virginia",15573,NA,2015
"51135","Nottoway County, Virginia",15711,NA,2015
"51157","Rappahannock County, Virginia",7431,NA,2015
"51036","Charles City County, Virginia",7118,NA,2015
"51047","Culpeper County, Virginia",48424,NA,2015
"51053","Dinwiddie County, Virginia",28110,NA,2015
"51079","Greene County, Virginia",18938,NA,2015
"51085","Hanover County, Virginia",101340,NA,2015
"51111","Lunenburg County, Virginia",12558,NA,2015
"51137","Orange County, Virginia",34596,NA,2015
"51595","Emporia city, Virginia",5672,NA,2015
"51197","Wythe County, Virginia",29190,NA,2015
"51550","Chesapeake city, Virginia",230601,NA,2015
"51660","Harrisonburg city, Virginia",51388,NA,2015
"51003","Albemarle County, Virginia",103108,NA,2015
"51019","Bedford County, Virginia",76463,NA,2015
"51029","Buckingham County, Virginia",17068,NA,2015
"51195","Wise County, Virginia",40530,NA,2015
"51580","Covington city, Virginia",5736,NA,2015
"51049","Cumberland County, Virginia",9859,NA,2015
"51051","Dickenson County, Virginia",15463,NA,2015
"51740","Portsmouth city, Virginia",96135,NA,2015
"51810","Virginia Beach city, Virginia",448290,NA,2015
"51005","Alleghany County, Virginia",16066,NA,2015
"51640","Galax city, Virginia",6876,NA,2015
"51193","Westmoreland County, Virginia",17557,NA,2015
"51133","Northumberland County, Virginia",12304,NA,2015
"51155","Pulaski County, Virginia",34528,NA,2015
"51187","Warren County, Virginia",38481,NA,2015
"51590","Danville city, Virginia",42450,NA,2015
"51630","Fredericksburg city, Virginia",27395,NA,2015
"51009","Amherst County, Virginia",32148,NA,2015
"51017","Bath County, Virginia",4583,NA,2015
"51670","Hopewell city, Virginia",22279,NA,2015
"51700","Newport News city, Virginia",181323,NA,2015
"51069","Frederick County, Virginia",81340,NA,2015
"51680","Lynchburg city, Virginia",78158,NA,2015
"51199","York County, Virginia",66471,NA,2015
"51690","Martinsville city, Virginia",13624,NA,2015
"51143","Pittsylvania County, Virginia",62794,NA,2015
"51530","Buena Vista city, Virginia",6666,NA,2015
"51610","Falls Church city, Virginia",13308,NA,2015
"51730","Petersburg city, Virginia",32123,NA,2015
"51735","Poquoson city, Virginia",12077,NA,2015
"51600","Fairfax city, Virginia",23402,NA,2015
"51820","Waynesboro city, Virginia",21150,NA,2015
"51770","Roanoke city, Virginia",98736,NA,2015
"51800","Suffolk city, Virginia",86184,NA,2015
"51710","Norfolk city, Virginia",245452,NA,2015
"51041","Chesterfield County, Virginia",328176,NA,2015
"51059","Fairfax County, Virginia",1128722,NA,2015
"51125","Nelson County, Virginia",14858,NA,2015
"51093","Isle of Wight County, Virginia",35740,NA,2015
"51620","Franklin city, Virginia",8457,NA,2015
"51678","Lexington city, Virginia",7071,NA,2015
"51089","Henry County, Virginia",52580,NA,2015
"51101","King William County, Virginia",16097,NA,2015
"51109","Louisa County, Virginia",33986,NA,2015
"51147","Prince Edward County, Virginia",23022,NA,2015
"51165","Rockingham County, Virginia",77785,NA,2015
"51181","Surry County, Virginia",6823,NA,2015
"51043","Clarke County, Virginia",14299,NA,2015
"51117","Mecklenburg County, Virginia",31555,NA,2015
"51015","Augusta County, Virginia",74053,NA,2015
"51075","Goochland County, Virginia",21721,NA,2015
"51113","Madison County, Virginia",13147,NA,2015
"51161","Roanoke County, Virginia",93633,NA,2015
"51025","Brunswick County, Virginia",16930,NA,2015
"51131","Northampton County, Virginia",12184,NA,2015
"51163","Rockbridge County, Virginia",22444,NA,2015
"51720","Norton city, Virginia",4007,NA,2015
"51570","Colonial Heights city, Virginia",17515,NA,2015
"51021","Bland County, Virginia",6662,NA,2015
"51023","Botetourt County, Virginia",33155,NA,2015
"51520","Bristol city, Virginia",17524,NA,2015
"51830","Williamsburg city, Virginia",14754,NA,2015
"51035","Carroll County, Virginia",29856,NA,2015
"51191","Washington County, Virginia",54759,NA,2015
"51139","Page County, Virginia",23843,NA,2015
"51510","Alexandria city, Virginia",149315,NA,2015
"51650","Hampton city, Virginia",137081,NA,2015
"51013","Arlington County, Virginia",223945,NA,2015
"51027","Buchanan County, Virginia",23486,NA,2015
"51179","Stafford County, Virginia",137145,NA,2015
"51760","Richmond city, Virginia",213735,NA,2015
"51057","Essex County, Virginia",11151,NA,2015
"51185","Tazewell County, Virginia",43870,NA,2015
"51685","Manassas Park city, Virginia",15625,NA,2015
"51183","Sussex County, Virginia",11864,NA,2015
"51683","Manassas city, Virginia",40743,NA,2015
"51775","Salem city, Virginia",25165,NA,2015
"51037","Charlotte County, Virginia",12313,NA,2015
"51081","Greensville County, Virginia",11760,NA,2015
"51810","Virginia Beach city, Virginia",449733,NA,2016
"51005","Alleghany County, Virginia",15919,NA,2016
"51640","Galax city, Virginia",6858,NA,2016
"51193","Westmoreland County, Virginia",17528,NA,2016
"51133","Northumberland County, Virginia",12272,NA,2016
"51155","Pulaski County, Virginia",34417,NA,2016
"51187","Warren County, Virginia",38807,NA,2016
"51590","Danville city, Virginia",42360,NA,2016
"51630","Fredericksburg city, Virginia",27853,NA,2016
"51009","Amherst County, Virginia",31999,NA,2016
"51017","Bath County, Virginia",4558,NA,2016
"51670","Hopewell city, Virginia",22332,NA,2016
"51700","Newport News city, Virginia",181606,NA,2016
"51069","Frederick County, Virginia",82321,NA,2016
"51680","Lynchburg city, Virginia",78755,NA,2016
"51199","York County, Virginia",66919,NA,2016
"51690","Martinsville city, Virginia",13551,NA,2016
"51125","Nelson County, Virginia",14831,NA,2016
"51143","Pittsylvania County, Virginia",62392,NA,2016
"51530","Buena Vista city, Virginia",6610,NA,2016
"51610","Falls Church city, Virginia",13597,NA,2016
"51730","Petersburg city, Virginia",31997,NA,2016
"51735","Poquoson city, Virginia",12068,NA,2016
"51600","Fairfax city, Virginia",23620,NA,2016
"51820","Waynesboro city, Virginia",21366,NA,2016
"51770","Roanoke city, Virginia",99329,NA,2016
"51800","Suffolk city, Virginia",87061,NA,2016
"51710","Norfolk city, Virginia",245724,NA,2016
"51041","Chesterfield County, Virginia",331839,NA,2016
"51059","Fairfax County, Virginia",1132887,NA,2016
"51023","Botetourt County, Virginia",33192,NA,2016
"51520","Bristol city, Virginia",17340,NA,2016
"51830","Williamsburg city, Virginia",14988,NA,2016
"51035","Carroll County, Virginia",29733,NA,2016
"51191","Washington County, Virginia",54562,NA,2016
"51139","Page County, Virginia",23759,NA,2016
"51510","Alexandria city, Virginia",151473,NA,2016
"51650","Hampton city, Virginia",136789,NA,2016
"51013","Arlington County, Virginia",226092,NA,2016
"51027","Buchanan County, Virginia",23158,NA,2016
"51179","Stafford County, Virginia",139548,NA,2016
"51760","Richmond city, Virginia",216773,NA,2016
"51057","Essex County, Virginia",11130,NA,2016
"51185","Tazewell County, Virginia",43367,NA,2016
"51685","Manassas Park city, Virginia",15827,NA,2016
"51183","Sussex County, Virginia",11733,NA,2016
"51683","Manassas city, Virginia",41149,NA,2016
"51775","Salem city, Virginia",25290,NA,2016
"51037","Charlotte County, Virginia",12232,NA,2016
"51081","Greensville County, Virginia",11698,NA,2016
"51095","James City County, Virginia",71900,NA,2016
"51167","Russell County, Virginia",27973,NA,2016
"51173","Smyth County, Virginia",31513,NA,2016
"51540","Charlottesville city, Virginia",45538,NA,2016
"51093","Isle of Wight County, Virginia",36027,NA,2016
"51620","Franklin city, Virginia",8413,NA,2016
"51678","Lexington city, Virginia",7036,NA,2016
"51089","Henry County, Virginia",52209,NA,2016
"51101","King William County, Virginia",16156,NA,2016
"51109","Louisa County, Virginia",34350,NA,2016
"51147","Prince Edward County, Virginia",23077,NA,2016
"51165","Rockingham County, Virginia",78427,NA,2016
"51181","Surry County, Virginia",6731,NA,2016
"51043","Clarke County, Virginia",14307,NA,2016
"51117","Mecklenburg County, Virginia",31209,NA,2016
"51015","Augusta County, Virginia",74330,NA,2016
"51075","Goochland County, Virginia",21979,NA,2016
"51113","Madison County, Virginia",13122,NA,2016
"51161","Roanoke County, Virginia",93655,NA,2016
"51025","Brunswick County, Virginia",16573,NA,2016
"51131","Northampton County, Virginia",12118,NA,2016
"51163","Rockbridge County, Virginia",22450,NA,2016
"51720","Norton city, Virginia",3978,NA,2016
"51570","Colonial Heights city, Virginia",17554,NA,2016
"51021","Bland County, Virginia",6612,NA,2016
"51031","Campbell County, Virginia",55061,NA,2016
"51087","Henrico County, Virginia",321921,NA,2016
"51099","King George County, Virginia",25260,NA,2016
"51103","Lancaster County, Virginia",11055,NA,2016
"51105","Lee County, Virginia",24911,NA,2016
"51115","Mathews County, Virginia",8848,NA,2016
"51119","Middlesex County, Virginia",10728,NA,2016
"51149","Prince George County, Virginia",37664,NA,2016
"51159","Richmond County, Virginia",8868,NA,2016
"51169","Scott County, Virginia",22378,NA,2016
"51177","Spotsylvania County, Virginia",129181,NA,2016
"51011","Appomattox County, Virginia",15314,NA,2016
"51067","Franklin County, Virginia",56230,NA,2016
"51097","King and Queen County, Virginia",7140,NA,2016
"51121","Montgomery County, Virginia",97227,NA,2016
"51127","New Kent County, Virginia",20051,NA,2016
"51049","Cumberland County, Virginia",9769,NA,2016
"51051","Dickenson County, Virginia",15304,NA,2016
"51083","Halifax County, Virginia",35305,NA,2016
"51107","Loudoun County, Virginia",362435,NA,2016
"51153","Prince William County, Virginia",443630,NA,2016
"51175","Southampton County, Virginia",18291,NA,2016
"51091","Highland County, Virginia",2230,NA,2016
"51033","Caroline County, Virginia",29640,NA,2016
"51073","Gloucester County, Virginia",37021,NA,2016
"51141","Patrick County, Virginia",18180,NA,2016
"51145","Powhatan County, Virginia",28286,NA,2016
"51171","Shenandoah County, Virginia",42857,NA,2016
"51061","Fauquier County, Virginia",68025,NA,2016
"51790","Staunton city, Virginia",24234,NA,2016
"51065","Fluvanna County, Virginia",26046,NA,2016
"51007","Amelia County, Virginia",12793,NA,2016
"51750","Radford city, Virginia",17186,NA,2016
"51840","Winchester city, Virginia",27349,NA,2016
"51001","Accomack County, Virginia",33060,NA,2016
"51045","Craig County, Virginia",5195,NA,2016
"51063","Floyd County, Virginia",15587,NA,2016
"51071","Giles County, Virginia",16871,NA,2016
"51077","Grayson County, Virginia",15180,NA,2016
"51135","Nottoway County, Virginia",15641,NA,2016
"51157","Rappahannock County, Virginia",7416,NA,2016
"51036","Charles City County, Virginia",7086,NA,2016
"51047","Culpeper County, Virginia",48952,NA,2016
"51053","Dinwiddie County, Virginia",28155,NA,2016
"51079","Greene County, Virginia",19085,NA,2016
"51085","Hanover County, Virginia",102199,NA,2016
"51111","Lunenburg County, Virginia",12450,NA,2016
"51137","Orange County, Virginia",34873,NA,2016
"51595","Emporia city, Virginia",5565,NA,2016
"51197","Wythe County, Virginia",29171,NA,2016
"51550","Chesapeake city, Virginia",233194,NA,2016
"51660","Harrisonburg city, Virginia",51979,NA,2016
"51003","Albemarle County, Virginia",104287,NA,2016
"51019","Bedford County, Virginia",76933,NA,2016
"51029","Buckingham County, Virginia",17030,NA,2016
"51195","Wise County, Virginia",40074,NA,2016
"51580","Covington city, Virginia",5650,NA,2016
"51740","Portsmouth city, Virginia",96071,NA,2016
"51093","Isle of Wight County, Virginia",36090,NA,2017
"51095","James City County, Virginia",73028,NA,2017
"51167","Russell County, Virginia",27725,NA,2017
"51620","Franklin city, Virginia",8334,NA,2017
"51173","Smyth County, Virginia",31298,NA,2017
"51540","Charlottesville city, Virginia",46487,NA,2017
"51678","Lexington city, Virginia",7113,NA,2017
"51031","Campbell County, Virginia",55158,NA,2017
"51087","Henrico County, Virginia",324073,NA,2017
"51089","Henry County, Virginia",51956,NA,2017
"51099","King George County, Virginia",25564,NA,2017
"51101","King William County, Virginia",16329,NA,2017
"51103","Lancaster County, Virginia",10848,NA,2017
"51105","Lee County, Virginia",24428,NA,2017
"51109","Louisa County, Virginia",34813,NA,2017
"51115","Mathews County, Virginia",8830,NA,2017
"51119","Middlesex County, Virginia",10710,NA,2017
"51147","Prince Edward County, Virginia",22903,NA,2017
"51149","Prince George County, Virginia",37704,NA,2017
"51159","Richmond County, Virginia",8873,NA,2017
"51165","Rockingham County, Virginia",78653,NA,2017
"51169","Scott County, Virginia",22290,NA,2017
"51177","Spotsylvania County, Virginia",130159,NA,2017
"51181","Surry County, Virginia",6670,NA,2017
"51011","Appomattox County, Virginia",15462,NA,2017
"51043","Clarke County, Virginia",14331,NA,2017
"51067","Franklin County, Virginia",56277,NA,2017
"51097","King and Queen County, Virginia",7052,NA,2017
"51117","Mecklenburg County, Virginia",30959,NA,2017
"51121","Montgomery County, Virginia",97692,NA,2017
"51127","New Kent County, Virginia",20523,NA,2017
"51015","Augusta County, Virginia",74390,NA,2017
"51049","Cumberland County, Virginia",9797,NA,2017
"51051","Dickenson County, Virginia",15181,NA,2017
"51075","Goochland County, Virginia",22148,NA,2017
"51083","Halifax County, Virginia",35030,NA,2017
"51107","Loudoun County, Virginia",374558,NA,2017
"51113","Madison County, Virginia",13108,NA,2017
"51153","Prince William County, Virginia",450763,NA,2017
"51161","Roanoke County, Virginia",93419,NA,2017
"51175","Southampton County, Virginia",18089,NA,2017
"51091","Highland County, Virginia",2213,NA,2017
"51025","Brunswick County, Virginia",16435,NA,2017
"51033","Caroline County, Virginia",29889,NA,2017
"51073","Gloucester County, Virginia",37035,NA,2017
"51131","Northampton County, Virginia",11998,NA,2017
"51141","Patrick County, Virginia",17958,NA,2017
"51145","Powhatan County, Virginia",28364,NA,2017
"51163","Rockbridge County, Virginia",22440,NA,2017
"51171","Shenandoah County, Virginia",42854,NA,2017
"51061","Fauquier County, Virginia",68406,NA,2017
"51720","Norton city, Virginia",4043,NA,2017
"51790","Staunton city, Virginia",24273,NA,2017
"51065","Fluvanna County, Virginia",26109,NA,2017
"51007","Amelia County, Virginia",12802,NA,2017
"51750","Radford city, Virginia",17380,NA,2017
"51840","Winchester city, Virginia",27516,NA,2017
"51001","Accomack County, Virginia",32840,NA,2017
"51045","Craig County, Virginia",5131,NA,2017
"51063","Floyd County, Virginia",15594,NA,2017
"51071","Giles County, Virginia",16867,NA,2017
"51077","Grayson County, Virginia",15708,NA,2017
"51135","Nottoway County, Virginia",15537,NA,2017
"51157","Rappahannock County, Virginia",7359,NA,2017
"51036","Charles City County, Virginia",7022,NA,2017
"51047","Culpeper County, Virginia",49795,NA,2017
"51053","Dinwiddie County, Virginia",28033,NA,2017
"51079","Greene County, Virginia",19213,NA,2017
"51085","Hanover County, Virginia",103218,NA,2017
"51111","Lunenburg County, Virginia",12369,NA,2017
"51137","Orange County, Virginia",35265,NA,2017
"51595","Emporia city, Virginia",5495,NA,2017
"51197","Wythe County, Virginia",29048,NA,2017
"51550","Chesapeake city, Virginia",235410,NA,2017
"51570","Colonial Heights city, Virginia",17582,NA,2017
"51660","Harrisonburg city, Virginia",53064,NA,2017
"51003","Albemarle County, Virginia",105105,NA,2017
"51021","Bland County, Virginia",6524,NA,2017
"51019","Bedford County, Virginia",77319,NA,2017
"51023","Botetourt County, Virginia",33149,NA,2017
"51029","Buckingham County, Virginia",17048,NA,2017
"51195","Wise County, Virginia",39539,NA,2017
"51520","Bristol city, Virginia",17077,NA,2017
"51580","Covington city, Virginia",5675,NA,2017
"51740","Portsmouth city, Virginia",95536,NA,2017
"51830","Williamsburg city, Virginia",14817,NA,2017
"51810","Virginia Beach city, Virginia",450057,NA,2017
"51005","Alleghany County, Virginia",15489,NA,2017
"51035","Carroll County, Virginia",29767,NA,2017
"51640","Galax city, Virginia",6788,NA,2017
"51191","Washington County, Virginia",54457,NA,2017
"51193","Westmoreland County, Virginia",17596,NA,2017
"51133","Northumberland County, Virginia",12254,NA,2017
"51139","Page County, Virginia",23694,NA,2017
"51155","Pulaski County, Virginia",34330,NA,2017
"51187","Warren County, Virginia",38991,NA,2017
"51510","Alexandria city, Virginia",154710,NA,2017
"51590","Danville city, Virginia",41911,NA,2017
"51630","Fredericksburg city, Virginia",28135,NA,2017
"51650","Hampton city, Virginia",136255,NA,2017
"51009","Amherst County, Virginia",31819,NA,2017
"51013","Arlington County, Virginia",229534,NA,2017
"51017","Bath County, Virginia",4458,NA,2017
"51670","Hopewell city, Virginia",22353,NA,2017
"51027","Buchanan County, Virginia",22611,NA,2017
"51700","Newport News city, Virginia",180775,NA,2017
"51069","Frederick County, Virginia",83784,NA,2017
"51179","Stafford County, Virginia",141159,NA,2017
"51680","Lynchburg city, Virginia",79237,NA,2017
"51199","York County, Virginia",67196,NA,2017
"51760","Richmond city, Virginia",220892,NA,2017
"51690","Martinsville city, Virginia",13256,NA,2017
"51125","Nelson County, Virginia",14863,NA,2017
"51057","Essex County, Virginia",11083,NA,2017
"51143","Pittsylvania County, Virginia",61970,NA,2017
"51185","Tazewell County, Virginia",42689,NA,2017
"51530","Buena Vista city, Virginia",6495,NA,2017
"51610","Falls Church city, Virginia",13843,NA,2017
"51685","Manassas Park city, Virginia",16117,NA,2017
"51730","Petersburg city, Virginia",32037,NA,2017
"51735","Poquoson city, Virginia",12022,NA,2017
"51183","Sussex County, Virginia",11595,NA,2017
"51600","Fairfax city, Virginia",23580,NA,2017
"51820","Waynesboro city, Virginia",21620,NA,2017
"51683","Manassas city, Virginia",41379,NA,2017
"51770","Roanoke city, Virginia",99572,NA,2017
"51775","Salem city, Virginia",25521,NA,2017
"51800","Suffolk city, Virginia",88057,NA,2017
"51710","Norfolk city, Virginia",245752,NA,2017
"51037","Charlotte County, Virginia",12176,NA,2017
"51041","Chesterfield County, Virginia",335594,NA,2017
"51059","Fairfax County, Virginia",1142004,NA,2017
"51081","Greensville County, Virginia",11606,NA,2017
"51095","James City County, Virginia",74153,NA,2018
"51167","Russell County, Virginia",27408,NA,2018
"51173","Smyth County, Virginia",31059,NA,2018
"51540","Charlottesville city, Virginia",47042,NA,2018
"51031","Campbell County, Virginia",55170,NA,2018
"51087","Henrico County, Virginia",325642,NA,2018
"51099","King George County, Virginia",25890,NA,2018
"51103","Lancaster County, Virginia",10804,NA,2018
"51105","Lee County, Virginia",24134,NA,2018
"51115","Mathews County, Virginia",8796,NA,2018
"51119","Middlesex County, Virginia",10700,NA,2018
"51149","Prince George County, Virginia",37894,NA,2018
"51159","Richmond County, Virginia",8878,NA,2018
"51169","Scott County, Virginia",22009,NA,2018
"51177","Spotsylvania County, Virginia",131412,NA,2018
"51011","Appomattox County, Virginia",15577,NA,2018
"51067","Franklin County, Virginia",56233,NA,2018
"51097","King and Queen County, Virginia",7052,NA,2018
"51121","Montgomery County, Virginia",97997,NA,2018
"51127","New Kent County, Virginia",21103,NA,2018
"51049","Cumberland County, Virginia",9786,NA,2018
"51051","Dickenson County, Virginia",14960,NA,2018
"51083","Halifax County, Virginia",34779,NA,2018
"51107","Loudoun County, Virginia",385143,NA,2018
"51153","Prince William County, Virginia",456749,NA,2018
"51175","Southampton County, Virginia",17939,NA,2018
"51091","Highland County, Virginia",2214,NA,2018
"51033","Caroline County, Virginia",30184,NA,2018
"51073","Gloucester County, Virginia",37161,NA,2018
"51141","Patrick County, Virginia",17859,NA,2018
"51145","Powhatan County, Virginia",28574,NA,2018
"51171","Shenandoah County, Virginia",43045,NA,2018
"51061","Fauquier County, Virginia",69115,NA,2018
"51790","Staunton city, Virginia",24452,NA,2018
"51065","Fluvanna County, Virginia",26282,NA,2018
"51007","Amelia County, Virginia",12854,NA,2018
"51750","Radford city, Virginia",17630,NA,2018
"51840","Winchester city, Virginia",27789,NA,2018
"51001","Accomack County, Virginia",32742,NA,2018
"51045","Craig County, Virginia",5113,NA,2018
"51063","Floyd County, Virginia",15666,NA,2018
"51071","Giles County, Virginia",16814,NA,2018
"51077","Grayson County, Virginia",15811,NA,2018
"51135","Nottoway County, Virginia",15500,NA,2018
"51157","Rappahannock County, Virginia",7332,NA,2018
"51036","Charles City County, Virginia",6995,NA,2018
"51047","Culpeper County, Virginia",50450,NA,2018
"51053","Dinwiddie County, Virginia",28308,NA,2018
"51079","Greene County, Virginia",19410,NA,2018
"51085","Hanover County, Virginia",104449,NA,2018
"51111","Lunenburg County, Virginia",12278,NA,2018
"51137","Orange County, Virginia",35612,NA,2018
"51595","Emporia city, Virginia",5381,NA,2018
"51197","Wythe County, Virginia",28940,NA,2018
"51550","Chesapeake city, Virginia",237820,NA,2018
"51660","Harrisonburg city, Virginia",53391,NA,2018
"51003","Albemarle County, Virginia",106355,NA,2018
"51019","Bedford County, Virginia",77908,NA,2018
"51029","Buckingham County, Virginia",17004,NA,2018
"51195","Wise County, Virginia",39025,NA,2018
"51580","Covington city, Virginia",5582,NA,2018
"51740","Portsmouth city, Virginia",95311,NA,2018
"51810","Virginia Beach city, Virginia",450135,NA,2018
"51005","Alleghany County, Virginia",15286,NA,2018
"51640","Galax city, Virginia",6638,NA,2018
"51193","Westmoreland County, Virginia",17638,NA,2018
"51133","Northumberland County, Virginia",12223,NA,2018
"51155","Pulaski County, Virginia",34234,NA,2018
"51187","Warren County, Virginia",39449,NA,2018
