Location,Acres,Class,consid,assess,per_acre,year,PIN
Dinwiddie,150.73,,300000,283200,1990.31,2015,
Grayson,152.32,,500000,560800,3282.52,2015,
Appomattox,153.36,,270000,525400,1760.56,2015,
Clarke,154.13,,700000,1329700,4541.62,2015,
Greensville,154.5,,488992,247200,3165,2015,
Amherst,155.9,,177000,219300,1135.34,2015,
Grayson,155.95,,1000000,875800,6412.35,2015,
Brunswick,156,,550420,386200,3528.33,2015,
Pittsylvania,156,,180000,370200,1153.85,2015,
Amelia,156.2,,572000,666300,3661.97,2015,
Cumberland,157.01,,135000,157010,859.82,2015,
Franklin,157.35,,350000,324700,2224.34,2015,
Clarke,158.59,,952000,792900,6003.01,2015,
Campbell,162.62,,330000,336000,2029.27,2015,
Russell,163,,130000,145100,797.55,2015,
Gloucester,163.05,,272000,260340,1668.2,2015,
King William,164,,328000,357700,2000,2015,
Nelson,165.08,,340000,493500,2059.61,2015,
Buckingham,165.56,,895000,357000,5405.9,2015,
Rockbridge,168.57,,256000,444100,1518.66,2015,
Nottoway,169,,300000,185900,1775.15,2015,
Washington,169.79,,169786,181300,1000,2015,
Prince Edward,170.12,,210000,170100,1234.42,2015,
Henrico,171,,350000,329900,2046.78,2015,
Brunswick,171.06,,225000,194400,1315.33,2015,
Culpeper,174.07,,617865,501300,3549.51,2015,
Brunswick,174.4,,398580,297200,2285.44,2015,
Pulaski,175,,145000,140000,828.57,2015,
Craig,178,,410000,367700,2303.37,2015,
Buckingham,179.95,,242000,351900,1344.82,2015,
Powhatan,180.2,,462500,444500,2566.59,2015,
Pittsylvania,182.49,,510000,584400,2794.67,2015,
Southampton,182.55,,375000,317500,2054.23,2015,
Smyth,183,,275000,365500,1502.73,2015,
Caroline,186.9,,351000,272400,1878.01,2015,
Mecklenburg,187.65,,145000,206400,772.72,2015,
Amelia,188,,281600,267900,1497.87,2015,
Patrick,188.84,,232000,440000,1228.59,2015,
Patrick,189.29,,318000,198800,1679.98,2015,
Pittsylvania,189.36,,477750,425400,2522.96,2015,
Charlotte,189.39,,274616,170458,1450,2015,
Greene,190.27,,1350000,1389100,7095.07,2015,
Lee,190.64,,149000,112700,781.58,2015,
Wythe,191.29,,332670,617200,1739.09,2015,
Powhatan,191.4,,945000,1167000,4937.3,2015,
Halifax,191.78,,117700,172602,613.72,2015,
Southampton,192.66,,328276,292400,1703.91,2015,
Culpeper,196.61,,1100000,1096700,5594.95,2015,
Carroll,196.87,,80000,81000,406.37,2015,
King Queen,198,,490000,456300,2474.75,2015,
Powhatan,199.68,,2121992,1594900,10626.96,2015,
Brunswick,199.7,,650000,506400,3254.88,2015,
Frederick,200,,1200000,801600,6000,2015,
Louisa,202,,325000,634600,1608.91,2015,
Craig,204.26,,350000,321100,1713.54,2015,
Charles City,204.4,,468375,381800,2291.46,2015,
Rockingham,205.46,,500000,529900,2433.61,2015,
Accomack,206.26,,1575000,1289800,7635.99,2015,
Highland,207.78,,365024,326000,1756.78,2015,
Bath,208,,1500000,1609300,7211.54,2015,
Albemarle,208.37,,825000,877400,3959.3,2015,
Accomack,210,,225000,345500,1071.43,2015,
Pulaski,214.53,,275000,253100,1281.87,2015,
Isle of Wight,215.51,,395000,487300,1832.86,2015,
Madison,221.25,,1662000,1403800,7511.9,2015,
Caroline,222.37,,180600,150600,812.18,2015,
Campbell,226.7,,352000,272400,1552.71,2015,
Madison,227,,1800000,1407600,7929.52,2015,
Alleghany,230,,100000,90400,434.78,2015,
Pittsylvania,230,,440000,466600,1913.04,2015,
Pittsylvania,232.9,,572250,410400,2457.05,2015,
Shenandoah,235.72,,1100000,1061200,4666.61,2015,
Caroline,239.93,,485000,470300,2021.42,2015,
Shenandoah,241.69,,915000,882400,3785.83,2015,
Brunswick,242,,300000,228100,1239.67,2015,
Lee,246,,360000,234900,1463.41,2015,
Wythe,246.62,,700000,833600,2838.37,2015,
Fluvanna,249.2,,275739,373600,1106.5,2015,
Essex,251,,400000,433200,1593.63,2015,
Nottoway,253.25,,633125,296900,2500,2015,
Buchanan,254,,127000,150000,500,2015,
Buckingham,255.12,,625000,548000,2449.83,2015,
Louisa,255.36,,1800000,1813300,7048.98,2015,
Buckingham,256.53,,300000,557600,1169.47,2015,
Smyth,260.03,,1600000,1303500,6153.14,2015,
Westmoreland,263.98,,425000,217900,1609.97,2015,
Amherst,266.58,,630000,453200,2363.24,2015,
Bedford,266.58,,550000,687600,2063.21,2015,
Halifax,268,,550000,440988,2052.24,2015,
Dinwiddie,269.92,,774000,793700,2867.52,2015,
Louisa,275.16,,687900,677000,2500,2015,
Clarke,286.25,,1500000,1455600,5240.17,2015,
Rockbridge,290.6,,1000000,1189600,3441.2,2015,
Patrick,291.85,,1303000,1179100,4464.62,2015,
Nelson,294.67,,722500,736700,2451.9,2015,
Nelson,295.12,,2068000,1459000,7007.32,2015,
Fauquier,298.03,,1075923,663200,3610.12,2015,
Amherst,300,,238086,270600,793.62,2015,
Rappahannock,304.88,,2652450,2554100,8700,2015,
Clarke,306.35,,4950000,4534200,16157.99,2015,
Washington,335,,1342925,955400,4008.73,2015,
Craig,335.23,,440000,407200,1312.53,2015,
Bedford,337.4,,1100000,1957700,3260.27,2015,
Appomattox,338.94,,620000,762700,1829.23,2015,
Augusta,339.52,,1578763,1632300,4649.99,2015,
King William,357,,1100000,780900,3081.23,2015,
Giles,375.25,,785000,632800,2091.94,2015,
Essex,383.5,,135000,160700,352.02,2015,
Amherst,383.7,,319260,321900,832.05,2015,
Patrick,387.81,,640000,488600,1650.28,2015,
Botetourt,389.87,,840000,1052200,2154.54,2015,
Westmoreland,410.44,,1500000,1069600,3654.65,2015,
Culpeper,422.73,,2500000,2219300,5913.94,2015,
Buckingham,423.03,,681000,773200,1609.81,2015,
Sussex,449.7,,1400000,802800,3113.22,2015,
New Kent,462,,1335122,1634700,2889.87,2015,
Washington,487,,641144,833200,1316.52,2015,
Essex,600,,1263367,1063100,2105.61,2015,
Essex,600,,1263367,1063100,2105.61,2015,
Franklin,711.69,,1594500,473100,2240.44,2015,
Nottoway,713.73,,1595000,822900,2234.74,2015,
Culpeper,713.82,,3000000,1646900,4202.72,2015,
Halifax,737.06,,1325000,1026211,1797.68,2015,
Bath,762.9,,700000,374300,917.55,2015,
Lee,844,,732600,406100,868.01,2015,
Highland,893.71,,1026950,1072400,1149.09,2015,
Surry,1131.71,,2190000,1664800,1935.12,2015,
Mecklenburg,1231,,246000,244400,199.84,2015,
Suffolk,24.04,,400000,369300,16638.93511,2015,
Suffolk,36.65,,150000,150800,4092.769441,2015,
Gloucester County,23,,132500,106750,5760.869565,2016,
Essex County,25,,139000,138300,5560,2016,
Alleghany County,20.1,,88000,79800,4378.109453,2016,
Franklin County,20.42,,136807,153700,6699.657199,2016,
Culpeper County,20.44,,140000,132900,6849.315068,2016,
Franklin County,22.07,,206000,185300,9333.937472,2016,
Smyth County,24.57,,84000,81100,3418.803419,2016,
Floyd County,25,,147000,159700,5880,2016,
New Kent County,25,,129950,120600,5198,2016,
Wythe County,25.559,,43000,51100,1682.38194,2016,
Pittsylvania County,25.676,,67350,55200,2623.07213,2016,
Appomattox County,25.72,,115000,135400,4471.228616,2016,
Mathews County,25.804,,185000,169200,7169.431096,2016,
Rappahannock County,25.897,,240000,220100,9267.48272,2016,
Lee County,26.1,,85000,48700,3256.704981,2016,
Roanoke County,26.165,,99000,94600,3783.680489,2016,
Rockingham County,26.613,,106000,133100,3983.015819,2016,
Pittsylvania County,26.8,,51500,53600,1921.641791,2016,
Caroline County,26.813,,205000,253900,7645.545071,2016,
Carroll County,27.81,,59500,69500,2139.518159,2016,
Mathews County,27.84,,60000,58700,2155.172414,2016,
Shenandoah County,27.845,,155000,224100,5566.529,2016,
Pittsylvania County,29.56,,196000,188600,6630.581867,2016,
Northumberland County,31.27,,89500,81000,2862.168212,2016,
Fauquier County,32.39,,160000,130000,4939.796233,2016,
Madison County,33.296,,370000,486800,11112.44594,2016,
Giles County,33.407,,40000,46800,1197.353848,2016,
Bath County,35,,90000,70000,2571.428571,2016,
Caroline County,46,,90566,115000,1968.826087,2016,
Henry County,52,,85000,101400,1634.615385,2016,
Nelson County,20.95,,320000,333500,15274.46301,2016,
Bedford County,21.163,,78400,85600,3704.578746,2016,
Clarke County,22.2268,,250000,189300,11247.68298,2016,
Frederick County,22.45,,262500,262600,11692.65033,2016,
Shenandoah County,23.494,,260000,234000,11066.65532,2016,
Scott County,23.5,,48000,46000,2042.553191,2016,
Appomattox County,24,,48000,60000,2000,2016,
Charlotte County,24.14,,89900,64583,3724.109362,2016,
Halifax County,25,,254000,212750,10160,2016,
Virginia Beach,25.26,,135000,101000,5344.418052,2016,
Suffolk,27.79,,435000,306900,15653.11263,2016,
Lunenburg County,27.81,,195000,205500,7011.866235,2016,
Louisa County,30.487,,54000,72300,1771.246761,2016,
Albemarle County,31.54,,375000,394200,11889.66392,2016,
Halifax County,33.169,,30000,32112,904.4589828,2016,
Pittsylvania County,40.33,,88726,80700,2200,2016,
Rockbridge County,80.218,,431100,496100,5374.105562,2016,
Rockbridge County,88.801,,525000,509900,5912.095585,2016,
Cumberland County,20,,42500,55000,2125,2016,
Amherst County,20.152,,146000,147000,7244.938468,2016,
Campbell County,20.25,,242000,273100,11950.61728,2016,
Charlotte County,20.38,,269900,227683,13243.37586,2016,
Bedford County,20.405,,114950,121800,5633.423181,2016,
Giles County,20.445,,318500,308300,15578.38102,2016,
Halifax County,20.625,,40000,34236,1939.393939,2016,
Cumberland County,20.82,,215000,220190,10326.60903,2016,
Floyd County,20.86,,100000,128900,4793.863854,2016,
Albemarle County,21,,255000,200700,12142.85714,2016,
King William County,21,,125000,48300,5952.380952,2016,
Mecklenburg County,21.17,,198000,242200,9352.857818,2016,
Cumberland County,21.7,,225000,245160,10368.66359,2016,
Bedford County,22.37,,155000,160700,6928.922664,2016,
Louisa County,22.39,,348500,344900,15564.98437,2016,
Washington County,23.17,,375000,361600,16184.72162,2016,
Franklin County,23.47,,380000,506800,16190.88198,2016,
Carroll County,23.75,,90000,131800,3789.473684,2016,
Floyd County,24.3,,165000,178000,6790.123457,2016,
Chesterfield County,24.73,,121400,129000,4909.017388,2016,
Alleghany County,24.756,,35000,60500,1413.798675,2016,
King William County,25,,91000,69800,3640,2016,
New Kent County,25,,129900,120600,5196,2016,
Scott County,25,,115000,140500,4600,2016,
New Kent County,25.086,,120000,112700,4783.544607,2016,
Bedford County,25.42,,155000,112500,6097.560976,2016,
King William County,25.47,,379000,276600,14880.25128,2016,
Brunswick County,25.57,,61500,61300,2405.1623,2016,
Caroline County,25.6,,85000,76500,3320.3125,2016,
Albemarle County,25.71,,100000,169600,3889.537145,2016,
New Kent County,25.72,,180000,194600,6998.44479,2016,
King William County,25.8,,220000,273100,8527.131783,2016,
Sussex County,25.8,,70000,102800,2713.178295,2016,
Pittsylvania County,25.82,,60000,77500,2323.780015,2016,
Alleghany County,25.95,,80000,72000,3082.851638,2016,
Culpeper County,26,,275000,252500,10576.92308,2016,
Washington County,26.25,,202900,244200,7729.52381,2016,
Amherst County,26.273,,49999,89000,1903.05637,2016,
Campbell County,26.39,,57500,68200,2178.855627,2016,
Augusta County,26.57,,340000,500700,12796.3869,2016,
Scott County,26.945,,70000,27400,2597.88458,2016,
Northumberland County,27,,74000,54000,2740.740741,2016,
Mecklenburg County,27.58,,60000,53200,2175.489485,2016,
Amelia County,27.702,,110000,52300,3970.832431,2016,
Craig County,28.21,,62000,19700,2197.802198,2016,
Nelson County,28.67,,285000,257400,9940.704569,2016,
Appomattox County,28.72,,55000,80200,1915.041783,2016,
Warren County,29.1295,,146562,183700,5031.394291,2016,
Bath County,29.25,,155000,96200,5299.145299,2016,
Bedford County,29.4,,70000,85800,2380.952381,2016,
Carroll County,29.885,,238500,146200,7980.59227,2016,
Albemarle County,30,,165000,291600,5500,2016,
Dinwiddie County,30.05,,73000,71200,2429.284526,2016,
Nelson County,30.43,,169000,182600,5553.729872,2016,
Rappahannock County,30.771,,160000,246200,5199.701017,2016,
Patrick County,30.947,,170000,167700,5493.262675,2016,
Rockingham County,31.023,,90000,93100,2901.073397,2016,
Lunenburg County,31.13,,74900,72400,2406.03919,2016,
Pulaski County,31.65,,35000,27600,1105.845182,2016,
Lunenburg County,32,,75000,91800,2343.75,2016,
Fauquier County,32.33,,449000,435100,13888.02969,2016,
Powhatan County,32.78,,464000,459500,14154.97254,2016,
Carroll County,33.823,,137458,170100,4064.039263,2016,
Shenandoah County,33.904,,100000,161600,2949.504483,2016,
Albemarle County,34.09,,500000,764800,14667.05779,2016,
Southampton County,34.32,,60000,75600,1748.251748,2016,
Grayson County,34.504,,207000,150500,5999.304428,2016,
Alleghany County,34.7,,22000,34700,634.0057637,2016,
Craig County,35.4,,201000,204300,5677.966102,2016,
Franklin County,35.61,,142000,202100,3987.64392,2016,
Lunenburg County,35.85,,35000,35500,976.2900976,2016,
Frederick County,36,,225000,76700,6250,2016,
Gloucester County,36,,560000,587280,15555.55556,2016,
Shenandoah County,36.054,,580000,416800,16086.98064,2016,
King & Queen County,36.5,,85000,67500,2328.767123,2016,
Bedford County,36.72,,268200,268300,7303.921569,2016,
Westmoreland County,36.95,,320000,609700,8660.351827,2016,
Floyd County,37.8048,,405000,403300,10712.92534,2016,
Amelia County,38.1,,35000,45700,918.6351706,2016,
Floyd County,38.955,,289780,261700,7438.839687,2016,
Appomattox County,39.21,,459000,365800,11706.1974,2016,
Buchanan County,39.3,,40000,65400,1017.811705,2016,
Amherst County,39.547,,186000,190500,4703.26447,2016,
Franklin County,39.57,,130000,132400,3285.317159,2016,
Wythe County,39.63,,305000,254100,7696.189755,2016,
Floyd County,40,,200000,228900,5000,2016,
Botetourt County,40.996,,90000,92000,2195.33613,2016,
Rockbridge County,41.631,,206450,259200,4959.044942,2016,
Essex County,42.719,,80000,81200,1872.703013,2016,
Amherst County,42.8,,395000,236000,9228.971963,2016,
Pittsylvania County,42.807,,85000,64200,1985.656551,2016,
Shenandoah County,42.813,,275000,294800,6423.282648,2016,
Tazewell County,43.16,,225000,199400,5213.160334,2016,
Albemarle County,44,,300000,402500,6818.181818,2016,
Fluvanna County,45.19,,135570,183800,3000,2016,
Campbell County,46.44,,126000,106600,2713.178295,2016,
Amherst County,46.75,,219000,163500,4684.491979,2016,
Floyd County,47,,100000,150400,2127.659574,2016,
Dinwiddie County,47.319,,132000,146200,2789.577125,2016,
Pittsylvania County,47.4,,75000,85300,1582.278481,2016,
Grayson County,47.784,,190000,259000,3976.226352,2016,
Scott County,48.07,,80000,88300,1664.239651,2016,
Pittsylvania County,49.18,,115000,98900,2338.348922,2016,
Carroll County,49.892,,155000,149400,3106.710495,2016,
King William County,50,,90000,138700,1800,2016,
Surry County,50.15,,90000,96000,1794.616152,2016,
Rappahannock County,51.23,,380000,376600,7417.528792,2016,
Amelia County,51.291,,225000,115000,4386.734515,2016,
Pittsylvania County,52.95,,72000,62600,1359.773371,2016,
Carroll County,55.707,,180200,242000,3234.781984,2016,
Washington County,56.4,,80000,88600,1418.439716,2016,
Buckingham County,57.5,,127000,119800,2208.695652,2016,
Tazewell County,60,,44000,39700,733.3333333,2016,
Bedford County,60.75,,175000,272300,2880.658436,2016,
King William County,67.7,,133000,137700,1964.549483,2016,
Rappahannock County,69.0291,,380000,304300,5504.924735,2016,
Mecklenburg County,70.22,,125000,77200,1780.119624,2016,
Amelia County,79.869,,424000,375300,5308.692985,2016,
Scott County,96.06,,212500,151400,2212.159067,2016,
Frederick County,100,,580000,659100,5800,2016,
Lunenburg County,105,,165000,179400,1571.428571,2016,
York County,114.54,,350000,666000,3055.701065,2016,
Amherst County,138,,215917,230100,1564.615942,2016,
Albemarle County,143.65,,395000,523800,2749.738949,2016,
Henrico County,158.1,,835000,845500,5281.467426,2016,
Amelia County,20,,90000,78500,4500,2016,
Dinwiddie County,20,,35000,36000,1750,2016,
Grayson County,20.012,,150000,110600,7495.502698,2016,
Augusta County,20.15,,63000,60500,3126.550868,2016,
Halifax County,20.29,,305000,219426,15032.03549,2016,
Warren County,20.7895,,200000,192000,9620.240987,2016,
Botetourt County,21,,78000,84000,3714.285714,2016,
Halifax County,21.66,,212000,152552,9787.626962,2016,
Albemarle County,22.1,,250000,210100,11312.21719,2016,
Bedford County,22.767,,87500,79300,3843.281943,2016,
Grayson County,23.031,,120000,149900,5210.368634,2016,
Wythe County,23.049,,200000,197000,8677.166038,2016,
Carroll County,23.4446,,82500,70300,3518.933998,2016,
Buckingham County,23.88,,230000,205600,9631.490787,2016,
Halifax County,24.473,,40000,43818,1634.454297,2016,
Carroll County,24.871,,85000,62200,3417.634997,2016,
Halifax County,26.05,,99900,110683,3834.932821,2016,
Lee County,26.935,,20000,22700,742.5283089,2016,
Alleghany County,27.62,,194500,82400,7041.998552,2016,
Greensville County,30.51,,29500,30250,966.8960996,2016,
Charles City County,33.06,,65000,74500,1966.122202,2016,
Patrick County,35.492,,212500,169200,5987.264736,2016,
King William County,37.359,,268000,319900,7173.639551,2016,
Madison County,41,,492000,389700,12000,2016,
Campbell County,44.16,,110000,105200,2490.942029,2016,
Halifax County,52.25,,70000,97170,1339.712919,2016,
Halifax County,167.15,,161000,164650,963.2067006,2016,
Bland County,20.092,,39500,38000,1965.9566,2016,
Powhatan County,20.18,,119000,110700,5896.927651,2016,
Botetourt County,20.282,,64500,60200,3180.159748,2016,
Carroll County,20.351,,32500,30200,1596.973122,2016,
Spotsylvania County,20.51,,149950,104000,7311.067772,2016,
Scott County,20.87,,23000,31300,1102.060374,2016,
Albemarle County,21,,349000,299700,16619.04762,2016,
Powhatan County,21.15,,300000,259400,14184.39716,2016,
Prince Edward County,21.3,,108366,80500,5087.605634,2016,
Nottoway County,21.342,,205000,181920,9605.472777,2016,
Northumberland County,21.35,,53000,50500,2482.435597,2016,
Warren County,21.568,,283000,279100,13121.2908,2016,
Fluvanna County,21.65,,355000,313400,16397.22864,2016,
Amherst County,21.72,,242500,216200,11164.82505,2016,
Madison County,21.879,,225000,221100,10283.83381,2016,
Campbell County,22.1,,125000,89700,5656.108597,2016,
Caroline County,22.2,,295000,272700,13288.28829,2016,
Roanoke County,22.24,,125000,122500,5620.503597,2016,
Halifax County,22.651,,45300,53541,1999.911704,2016,
Lee County,23,,200000,193800,8695.652174,2016,
Lunenburg County,23,,54000,42500,2347.826087,2016,
Brunswick County,23.52,,25000,21700,1062.92517,2016,
Washington County,23.66,,74000,59200,3127.641589,2016,
Pittsylvania County,24,,36580,56500,1524.166667,2016,
Rockbridge County,24.35,,70500,73100,2895.277207,2016,
Augusta County,24.51,,310000,322200,12647.89882,2016,
Franklin County,24.58,,80000,77700,3254.6786,2016,
Richmond County,24.7,,25000,29640,1012.145749,2016,
Wythe County,24.72,,272500,196000,11023.46278,2016,
Tazewell County,24.92,,65000,40900,2608.346709,2016,
Northampton County,24.95,,50000,32400,2004.008016,2016,
Charles City County,25,,99000,113000,3960,2016,
Rappahannock County,25.0343,,260000,187800,10385.75075,2016,
Orange County,25.103,,350000,304100,13942.55667,2016,
Patrick County,25.203,,50000,113400,1983.890807,2016,
Amherst County,25.483,,70000,76400,2746.929325,2016,
Appomattox County,25.55,,200000,176500,7827.78865,2016,
Rappahannock County,25.5895,,270000,294800,10551.20264,2016,
Franklin County,25.75,,69900,91900,2714.563107,2016,
Montgomery,25.789,,205000,196300,7949.125596,2016,
Buchanan County,26,,9000,10400,346.1538462,2016,
Essex County,26.1,,95000,113000,3639.846743,2016,
Lee County,26.1,,60000,26200,2298.850575,2016,
Nelson County,26.12,,210000,238900,8039.816233,2016,
Grayson County,26.2,,250000,298800,9541.984733,2016,
Clarke County,26.467,,215000,226800,8123.323384,2016,
Washington County,26.7,,195000,178000,7303.370787,2016,
Floyd County,27.059,,93900,50600,3470.19476,2016,
Shenandoah County,27.097,,260000,329500,9595.158136,2016,
Cumberland County,27.2,,240000,189230,8823.529412,2016,
Pittsylvania County,27.285,,39200,54600,1436.686824,2016,
Albemarle County,27.33,,55000,61000,2012.440542,2016,
Botetourt County,27.673,,260000,190000,9395.439598,2016,
Washington County,27.762,,185000,135100,6663.78503,2016,
Loudon County,28.16,,225000,177900,7990.056818,2016,
Washington County,29.5,,200000,207300,6779.661017,2016,
Fluvanna County,30,,500000,412000,16666.66667,2016,
Rockbridge County,30.21,,78400,90600,2595.167163,2016,
Loudon County,30.28,,165000,163000,5449.141347,2016,
Brunswick County,30.46,,35000,42100,1149.047932,2016,
Rockingham County,31.3,,515000,535900,16453.67412,2016,
Montgomery,31.5,,42000,42500,1333.333333,2016,
Powhatan County,31.858,,225000,258500,7062.590244,2016,
Lee County,33,,30000,25600,909.0909091,2016,
New Kent County,33.85,,96000,107400,2836.041359,2016,
Washington County,33.95,,225000,253100,6627.393225,2016,
Nelson County,34.65,,120000,207900,3463.203463,2016,
Loudon County,34.85,,150000,54000,4304.160689,2016,
Scott County,35,,61500,43500,1757.142857,2016,
Botetourt County,35.1,,550000,476800,15669.51567,2016,
Carroll County,35.66,,130000,159800,3645.541223,2016,
Wythe County,35.976,,55000,72000,1528.796976,2016,
Stafford County,36.78,,515000,541400,14002.1751,2016,
Chesterfield County,37.08,,182600,165000,4924.487594,2016,
Franklin County,37.25,,200000,195600,5369.127517,2016,
Louisa County,37.418,,139098,219800,3717.408734,2016,
Lunenburg County,38.37,,92500,68200,2410.737555,2016,
Caroline County,38.6,,82200,96500,2129.533679,2016,
Spotsylvania County,38.79,,180000,174100,4640.37123,2016,
Albemarle County,38.82,,485000,473800,12493.56002,2016,
Brunswick County,39.009,,60000,76400,1538.106591,2016,
Westmoreland County,39.32,,88470,63900,2250,2016,
Grayson County,39.5,,300000,217800,7594.936709,2016,
Rockbridge County,39.627,,147000,138700,3709.591945,2016,
Culpeper County,40,,60000,80000,1500,2016,
Rappahannock County,40,,400000,516200,10000,2016,
Pittsylvania County,40.7,,55000,121300,1351.351351,2016,
Dickenson County,41.5,,36500,31800,879.5180723,2016,
Albemarle County,42.59,,520000,466900,12209.43884,2016,
Fluvanna County,42.8,,350000,287700,8177.570093,2016,
Fauquier County,42.93,,599000,502500,13952.94666,2016,
Greene County,43.05,,300000,241500,6968.641115,2016,
Bedford County,43.834,,215000,360200,4904.868367,2016,
Pittsylvania County,44.01,,85000,95800,1931.379232,2016,
Prince Edward County,45.3,,156250,100800,3449.227373,2016,
Highland County,46.63,,96000,146900,2058.760455,2016,
Montgomery,47.85,,522000,409200,10909.09091,2016,
Henry County,49.375,,59000,66000,1194.936709,2016,
King & Queen County,50,,60000,75000,1200,2016,
Northampton County,50,,150000,174300,3000,2016,
Rappahannock County,50,,240000,300000,4800,2016,
Albemarle County,52.5,,775000,860300,14761.90476,2016,
Madison County,53.47805,,181825,336900,3399.993081,2016,
Bedford County,54.553,,166614,163700,3054.167507,2016,
Lancaster County,59.755,,170000,198800,2844.950213,2016,
Albemarle County,60,,425000,583400,7083.333333,2016,
Madison County,61.2752,,460000,612200,7507.11544,2016,
Bedford County,63,,330000,359700,5238.095238,2016,
Scott County,64.08,,51300,46100,800.5617978,2016,
Frederick County,66.06,,464530,405600,7031.94066,2016,
Shenandoah County,67.42,,390000,509400,5784.63364,2016,
Botetourt County,69.117,,345000,388700,4991.536091,2016,
Surry County,71.5,,103000,133300,1440.559441,2016,
Botetourt County,72,,180000,216000,2500,2016,
Southampton County,75.02,,188000,168100,2505.9984,2016,
Albemarle County,77.62,,700000,859300,9018.294254,2016,
Lunenburg County,80.18,,75000,68400,935.3953604,2016,
Lee County,84,,80000,97000,952.3809524,2016,
Giles County,92.84,,60000,48000,646.2731581,2016,
Tazewell County,118.04,,85000,59000,720.0948831,2016,
Southampton County,153.98,,350000,355000,2273.02247,2016,
Buckingham County,253.24,,850000,532600,3356.499763,2016,
Powhatan County,267.147,,2000000,1870000,7486.514915,2016,
Roanoke County,20,,240000,313600,12000,2016,
Washington County,20.17,,230000,206700,11403.07387,2016,
Mecklenburg County,20.97,,50000,27600,2384.358608,2016,
Campbell County,21,,140000,148200,6666.666667,2016,
Isle of Wight,21,,187600,187500,8933.333333,2016,
Southampton County,21,,40000,46700,1904.761905,2016,
Spotsylvania County,21,,69000,92500,3285.714286,2016,
Mecklenburg County,21.01,,47000,41800,2237.029986,2016,
Albemarle County,21.02,,142500,223100,6779.25785,2016,
Louisa County,21.0831,,204000,189600,9675.996414,2016,
King William County,21.11,,54000,27400,2558.02937,2016,
Bedford County,21.444,,70000,81300,3264.316359,2016,
Amelia County,21.485,,285000,231600,13265.06865,2016,
Lancaster County,21.608,,75000,74200,3470.93669,2016,
Southampton County,21.99,,72000,66000,3274.215553,2016,
Carroll County,22,,50000,55000,2272.727273,2016,
Charlotte County,22,,28600,22516,1300,2016,
Scott County,22.11,,20000,33200,904.5680687,2016,
Pittsylvania County,22.14,,43000,44300,1942.186089,2016,
Orange County,22.266,,165000,89100,7410.401509,2016,
Craig County,22.58,,120000,39000,5314.437555,2016,
Pittsylvania County,22.683,,60000,50800,2645.152758,2016,
Patrick County,22.711,,93000,107500,4094.931971,2016,
Brunswick County,22.88,,40000,43300,1748.251748,2016,
Nelson County,23.02,,92500,57600,4018.245004,2016,
Grayson County,23.8,,221000,371200,9285.714286,2016,
Gloucester County,24,,126805,32340,5283.541667,2016,
Patrick County,24.2878,,189900,167200,7818.740273,2016,
Nelson County,24.32,,400000,355900,16447.36842,2016,
Augusta County,24.36,,375000,411300,15394.08867,2016,
Floyd County,24.454,,85000,104900,3475.913961,2016,
Goochland County,24.563,,122000,125800,4966.820014,2016,
Rockbridge County,24.72,,288600,321200,11674.75728,2016,
Carroll County,24.8679,,255000,187800,10254.1831,2016,
Cumberland County,24.893,,150000,124350,6025.790383,2016,
Roanoke County,24.99,,120000,77000,4801.920768,2016,
Dinwiddie County,25,,295000,252600,11800,2016,
New Kent County,25,,135000,120600,5400,2016,
Albemarle County,25.01,,160000,205800,6397.441024,2016,
New Kent County,25.01,,131500,120700,5257.896841,2016,
Pulaski County,25.09,,192000,170300,7652.451176,2016,
Southampton County,25.2,,27000,36400,1071.428571,2016,
Franklin County,25.25,,40000,58400,1584.158416,2016,
Southampton County,25.27,,45000,29600,1780.767709,2016,
King William County,25.3,,215000,183300,8498.023715,2016,
New Kent County,25.35,,147000,108200,5798.816568,2016,
Floyd County,25.465,,95000,114600,3730.610642,2016,
Patrick County,25.477,,81526,62500,3199.9843,2016,
Appomattox County,25.74,,230010,300700,8935.897436,2016,
Franklin County,25.75,,79000,90900,3067.961165,2016,
Richmond County,25.8,,93000,71720,3604.651163,2016,
Albemarle County,25.98,,248000,237300,9545.804465,2016,
Frederick County,26,,48000,64800,1846.153846,2016,
Prince Edward County,26.63,,80000,145700,3004.13068,2016,
Fauquier County,26.81,,399000,298100,14882.50653,2016,
Augusta County,27.18,,73500,81600,2704.19426,2016,
King & Queen County,28.5,,182400,93500,6400,2016,
Westmoreland County,28.68,,41000,45000,1429.567643,2016,
Brunswick County,30,,221500,153700,7383.333333,2016,
Patrick County,30,,75000,76500,2500,2016,
Fauquier County,30.36,,350000,273300,11528.32675,2016,
Amherst County,30.95,,450000,486800,14539.57997,2016,
Albemarle County,31.3,,250000,309000,7987.220447,2016,
Bedford County,31.952,,111832,159800,3500,2016,
Amherst County,32.597,,412500,438600,12654.53876,2016,
Culpeper County,32.69,,168750,130760,5162.129091,2016,
Virginia Beach,32.8,,522000,345200,15914.63415,2016,
Rockingham County,33.34,,230000,185900,6898.620276,2016,
Charlotte County,33.72,,109000,49700,3232.502966,2016,
Smyth County,34,,58000,34000,1705.882353,2016,
Buckingham County,34.2,,160000,65300,4678.362573,2016,
Brunswick County,34.65,,35000,51900,1010.10101,2016,
Caroline County,35.55,,365500,350300,10281.29395,2016,
