"","GEOID","NAME","variable","estimate","moe","year"
"443","51083","Halifax County, Virginia","B25001_001",17990,76,2013
"444","51085","Hanover County, Virginia","B25001_001",38679,116,2013
"445","51087","Henrico County, Virginia","B25001_001",133174,159,2013
"446","51089","Henry County, Virginia","B25001_001",26166,90,2013
"447","51091","Highland County, Virginia","B25001_001",1840,105,2013
"448","51093","Isle of Wight County, Virginia","B25001_001",14781,55,2013
"449","51095","James City County, Virginia","B25001_001",30253,84,2013
"450","51097","King and Queen County, Virginia","B25001_001",3420,13,2013
"451","51099","King George County, Virginia","B25001_001",9533,87,2013
"452","51101","King William County, Virginia","B25001_001",6555,21,2013
"453","51103","Lancaster County, Virginia","B25001_001",7469,43,2013
"454","51105","Lee County, Virginia","B25001_001",11703,261,2013
"455","51107","Loudoun County, Virginia","B25001_001",112504,139,2013
"456","51109","Louisa County, Virginia","B25001_001",16428,49,2013
"457","51111","Lunenburg County, Virginia","B25001_001",5922,242,2013
"458","51113","Madison County, Virginia","B25001_001",5949,32,2013
"459","51115","Mathews County, Virginia","B25001_001",5674,22,2013
"460","51117","Mecklenburg County, Virginia","B25001_001",18580,146,2013
"461","51119","Middlesex County, Virginia","B25001_001",7163,45,2013
"462","51121","Montgomery County, Virginia","B25001_001",38625,307,2013
"463","51125","Nelson County, Virginia","B25001_001",9957,56,2013
"464","51127","New Kent County, Virginia","B25001_001",7448,80,2013
"465","51131","Northampton County, Virginia","B25001_001",7294,47,2013
"466","51133","Northumberland County, Virginia","B25001_001",9019,23,2013
"467","51135","Nottoway County, Virginia","B25001_001",6670,93,2013
"468","51137","Orange County, Virginia","B25001_001",14662,64,2013
"469","51139","Page County, Virginia","B25001_001",11591,36,2013
"470","51141","Patrick County, Virginia","B25001_001",10078,59,2013
"471","51143","Pittsylvania County, Virginia","B25001_001",31221,105,2013
"472","51145","Powhatan County, Virginia","B25001_001",10108,165,2013
"473","51147","Prince Edward County, Virginia","B25001_001",9170,241,2013
"474","51149","Prince George County, Virginia","B25001_001",12082,235,2013
"475","51153","Prince William County, Virginia","B25001_001",139258,254,2013
"476","51155","Pulaski County, Virginia","B25001_001",17202,84,2013
"477","51157","Rappahannock County, Virginia","B25001_001",3884,29,2013
"478","51159","Richmond County, Virginia","B25001_001",3862,241,2013
"479","51161","Roanoke County, Virginia","B25001_001",40170,149,2013
"480","51163","Rockbridge County, Virginia","B25001_001",11155,41,2013
"481","51165","Rockingham County, Virginia","B25001_001",33796,110,2013
"482","51167","Russell County, Virginia","B25001_001",13440,48,2013
"483","51169","Scott County, Virginia","B25001_001",11858,83,2013
"484","51171","Shenandoah County, Virginia","B25001_001",20914,75,2013
"485","51173","Smyth County, Virginia","B25001_001",15374,101,2013
"486","51175","Southampton County, Virginia","B25001_001",7492,120,2013
"487","51177","Spotsylvania County, Virginia","B25001_001",45369,102,2013
"488","51179","Stafford County, Virginia","B25001_001",44550,286,2013
"489","51181","Surry County, Virginia","B25001_001",3460,17,2013
"490","51183","Sussex County, Virginia","B25001_001",4688,225,2013
"491","51185","Tazewell County, Virginia","B25001_001",20718,85,2013
"492","51187","Warren County, Virginia","B25001_001",16002,103,2013
"493","51191","Washington County, Virginia","B25001_001",25591,76,2013
"494","51193","Westmoreland County, Virginia","B25001_001",10649,29,2013
"495","51195","Wise County, Virginia","B25001_001",17854,131,2013
"496","51197","Wythe County, Virginia","B25001_001",14071,68,2013
"497","51199","York County, Virginia","B25001_001",26797,171,2013
"498","51510","Alexandria city, Virginia","B25001_001",72799,157,2013
"499","51515","Bedford city, Virginia","B25001_001",3141,276,2013
"500","51520","Bristol city, Virginia","B25001_001",8823,66,2013
"501","51530","Buena Vista city, Virginia","B25001_001",2931,64,2013
"502","51540","Charlottesville city, Virginia","B25001_001",19373,181,2013
"503","51550","Chesapeake city, Virginia","B25001_001",84403,348,2013
"504","51570","Colonial Heights city, Virginia","B25001_001",7809,49,2013
"505","51580","Covington city, Virginia","B25001_001",3056,20,2013
"506","51590","Danville city, Virginia","B25001_001",22406,194,2013
"507","51595","Emporia city, Virginia","B25001_001",2788,203,2013
"508","51600","Fairfax city, Virginia","B25001_001",8714,78,2013
"509","51610","Falls Church city, Virginia","B25001_001",5473,28,2013
"510","51620","Franklin city, Virginia","B25001_001",3895,33,2013
"511","51630","Fredericksburg city, Virginia","B25001_001",10888,204,2013
"512","51640","Galax city, Virginia","B25001_001",3560,242,2013
"513","51650","Hampton city, Virginia","B25001_001",59746,194,2013
"514","51660","Harrisonburg city, Virginia","B25001_001",17601,236,2013
"515","51670","Hopewell city, Virginia","B25001_001",10141,37,2013
"516","51678","Lexington city, Virginia","B25001_001",1950,880,2013
"517","51680","Lynchburg city, Virginia","B25001_001",32015,297,2013
"518","51683","Manassas city, Virginia","B25001_001",13177,45,2013
"519","51685","Manassas Park city, Virginia","B25001_001",4884,25,2013
"520","51690","Martinsville city, Virginia","B25001_001",7190,75,2013
"521","51700","Newport News city, Virginia","B25001_001",76637,504,2013
"522","51710","Norfolk city, Virginia","B25001_001",95271,728,2013
"523","51720","Norton city, Virginia","B25001_001",1884,181,2013
"524","51730","Petersburg city, Virginia","B25001_001",16381,68,2013
"525","51735","Poquoson city, Virginia","B25001_001",4736,30,2013
"526","51740","Portsmouth city, Virginia","B25001_001",40833,370,2013
"527","51750","Radford city, Virginia","B25001_001",6449,140,2013
"528","51760","Richmond city, Virginia","B25001_001",98579,468,2013
"529","51770","Roanoke city, Virginia","B25001_001",47292,186,2013
"530","51775","Salem city, Virginia","B25001_001",10812,139,2013
"531","51790","Staunton city, Virginia","B25001_001",11739,142,2013
"532","51800","Suffolk city, Virginia","B25001_001",33372,73,2013
"533","51810","Virginia Beach city, Virginia","B25001_001",178753,558,2013
"534","51820","Waynesboro city, Virginia","B25001_001",9735,38,2013
"535","51830","Williamsburg city, Virginia","B25001_001",5192,213,2013
"536","51840","Winchester city, Virginia","B25001_001",11879,100,2013
"537","51001","Accomack County, Virginia","B25001_001",21054,302,2014
"538","51003","Albemarle County, Virginia","B25001_001",43128,512,2014
"539","51005","Alleghany County, Virginia","B25001_001",8066,76,2014
"540","51007","Amelia County, Virginia","B25001_001",5400,44,2014
"541","51009","Amherst County, Virginia","B25001_001",14044,127,2014
"542","51011","Appomattox County, Virginia","B25001_001",7006,35,2014
"543","51013","Arlington County, Virginia","B25001_001",108021,204,2014
"544","51015","Augusta County, Virginia","B25001_001",31550,172,2014
"545","51017","Bath County, Virginia","B25001_001",3403,225,2014
"546","51019","Bedford County, Virginia","B25001_001",35308,67,2014
"547","51021","Bland County, Virginia","B25001_001",3265,137,2014
"548","51023","Botetourt County, Virginia","B25001_001",14628,73,2014
"549","51025","Brunswick County, Virginia","B25001_001",8164,140,2014
"550","51027","Buchanan County, Virginia","B25001_001",11508,132,2014
"551","51029","Buckingham County, Virginia","B25001_001",7255,201,2014
"552","51031","Campbell County, Virginia","B25001_001",24953,73,2014
"553","51033","Caroline County, Virginia","B25001_001",11857,208,2014
"554","51035","Carroll County, Virginia","B25001_001",16599,49,2014
"555","51036","Charles City County, Virginia","B25001_001",3263,50,2014
"556","51037","Charlotte County, Virginia","B25001_001",6288,42,2014
"557","51041","Chesterfield County, Virginia","B25001_001",124384,239,2014
"558","51043","Clarke County, Virginia","B25001_001",6259,48,2014
"559","51045","Craig County, Virginia","B25001_001",2868,190,2014
"560","51047","Culpeper County, Virginia","B25001_001",17869,151,2014
"561","51049","Cumberland County, Virginia","B25001_001",4641,24,2014
"562","51051","Dickenson County, Virginia","B25001_001",7548,41,2014
"563","51053","Dinwiddie County, Virginia","B25001_001",11504,100,2014
"564","51057","Essex County, Virginia","B25001_001",5779,34,2014
"565","51059","Fairfax County, Virginia","B25001_001",409108,339,2014
"566","51061","Fauquier County, Virginia","B25001_001",25905,71,2014
"567","51063","Floyd County, Virginia","B25001_001",7868,45,2014
"568","51065","Fluvanna County, Virginia","B25001_001",10541,147,2014
"569","51067","Franklin County, Virginia","B25001_001",29386,124,2014
"570","51069","Frederick County, Virginia","B25001_001",31877,148,2014
"571","51071","Giles County, Virginia","B25001_001",8324,54,2014
"572","51073","Gloucester County, Virginia","B25001_001",15993,61,2014
"573","51075","Goochland County, Virginia","B25001_001",8726,158,2014
"574","51077","Grayson County, Virginia","B25001_001",9155,49,2014
"575","51079","Greene County, Virginia","B25001_001",7790,40,2014
"576","51081","Greensville County, Virginia","B25001_001",4118,565,2014
"577","51083","Halifax County, Virginia","B25001_001",18041,96,2014
"578","51085","Hanover County, Virginia","B25001_001",39026,103,2014
"579","51087","Henrico County, Virginia","B25001_001",133795,268,2014
"580","51089","Henry County, Virginia","B25001_001",26188,99,2014
"581","51091","Highland County, Virginia","B25001_001",1942,137,2014
"582","51093","Isle of Wight County, Virginia","B25001_001",14912,71,2014
"583","51095","James City County, Virginia","B25001_001",30943,110,2014
"584","51097","King and Queen County, Virginia","B25001_001",3440,24,2014
"585","51099","King George County, Virginia","B25001_001",9627,64,2014
"586","51101","King William County, Virginia","B25001_001",6597,26,2014
"587","51103","Lancaster County, Virginia","B25001_001",7517,37,2014
"588","51105","Lee County, Virginia","B25001_001",11752,325,2014
"589","51107","Loudoun County, Virginia","B25001_001",115599,140,2014
"590","51109","Louisa County, Virginia","B25001_001",16590,50,2014
"591","51111","Lunenburg County, Virginia","B25001_001",5934,287,2014
"592","51113","Madison County, Virginia","B25001_001",5974,41,2014
"593","51115","Mathews County, Virginia","B25001_001",5694,46,2014
"594","51117","Mecklenburg County, Virginia","B25001_001",18642,181,2014
"595","51119","Middlesex County, Virginia","B25001_001",7188,55,2014
"596","51121","Montgomery County, Virginia","B25001_001",38875,625,2014
"597","51125","Nelson County, Virginia","B25001_001",9990,41,2014
"598","51127","New Kent County, Virginia","B25001_001",7612,86,2014
"599","51131","Northampton County, Virginia","B25001_001",7322,49,2014
"600","51133","Northumberland County, Virginia","B25001_001",9058,22,2014
"601","51135","Nottoway County, Virginia","B25001_001",6685,80,2014
"602","51137","Orange County, Virginia","B25001_001",14716,54,2014
"603","51139","Page County, Virginia","B25001_001",11620,46,2014
"604","51141","Patrick County, Virginia","B25001_001",10095,48,2014
"605","51143","Pittsylvania County, Virginia","B25001_001",31332,157,2014
"606","51145","Powhatan County, Virginia","B25001_001",10195,149,2014
"607","51147","Prince Edward County, Virginia","B25001_001",9234,258,2014
"608","51149","Prince George County, Virginia","B25001_001",12136,217,2014
"609","51153","Prince William County, Virginia","B25001_001",141002,370,2014
"610","51155","Pulaski County, Virginia","B25001_001",17245,73,2014
"611","51157","Rappahannock County, Virginia","B25001_001",3919,28,2014
"612","51159","Richmond County, Virginia","B25001_001",3878,371,2014
"613","51161","Roanoke County, Virginia","B25001_001",40319,191,2014
"614","51163","Rockbridge County, Virginia","B25001_001",11199,49,2014
"615","51165","Rockingham County, Virginia","B25001_001",34087,132,2014
"616","51167","Russell County, Virginia","B25001_001",13439,52,2014
"617","51169","Scott County, Virginia","B25001_001",11880,92,2014
"618","51171","Shenandoah County, Virginia","B25001_001",20987,67,2014
"619","51173","Smyth County, Virginia","B25001_001",15401,110,2014
"620","51175","Southampton County, Virginia","B25001_001",7531,156,2014
"621","51177","Spotsylvania County, Virginia","B25001_001",45747,76,2014
"622","51179","Stafford County, Virginia","B25001_001",45107,326,2014
"623","51181","Surry County, Virginia","B25001_001",3478,23,2014
"624","51183","Sussex County, Virginia","B25001_001",4201,528,2014
"625","51185","Tazewell County, Virginia","B25001_001",20737,110,2014
"626","51187","Warren County, Virginia","B25001_001",16037,64,2014
"627","51191","Washington County, Virginia","B25001_001",25694,104,2014
"628","51193","Westmoreland County, Virginia","B25001_001",10717,54,2014
"629","51195","Wise County, Virginia","B25001_001",17906,213,2014
"630","51197","Wythe County, Virginia","B25001_001",14139,57,2014
"631","51199","York County, Virginia","B25001_001",26953,122,2014
"632","51510","Alexandria city, Virginia","B25001_001",73502,142,2014
"633","51520","Bristol city, Virginia","B25001_001",8829,57,2014
"634","51530","Buena Vista city, Virginia","B25001_001",2929,65,2014
"635","51540","Charlottesville city, Virginia","B25001_001",19603,162,2014
"636","51550","Chesapeake city, Virginia","B25001_001",85540,439,2014
"637","51570","Colonial Heights city, Virginia","B25001_001",7817,58,2014
"638","51580","Covington city, Virginia","B25001_001",3051,21,2014
"639","51590","Danville city, Virginia","B25001_001",22402,191,2014
"640","51595","Emporia city, Virginia","B25001_001",2722,196,2014
"641","51600","Fairfax city, Virginia","B25001_001",8745,80,2014
"642","51610","Falls Church city, Virginia","B25001_001",5492,23,2014
"643","51620","Franklin city, Virginia","B25001_001",3878,43,2014
"644","51630","Fredericksburg city, Virginia","B25001_001",11037,175,2014
"645","51640","Galax city, Virginia","B25001_001",3559,218,2014
"646","51650","Hampton city, Virginia","B25001_001",60036,222,2014
"647","51660","Harrisonburg city, Virginia","B25001_001",17798,274,2014
"648","51670","Hopewell city, Virginia","B25001_001",10185,67,2014
"649","51678","Lexington city, Virginia","B25001_001",1944,884,2014
"650","51680","Lynchburg city, Virginia","B25001_001",32153,389,2014
"651","51683","Manassas city, Virginia","B25001_001",13232,31,2014
"652","51685","Manassas Park city, Virginia","B25001_001",4895,17,2014
"653","51690","Martinsville city, Virginia","B25001_001",7182,114,2014
"654","51700","Newport News city, Virginia","B25001_001",76903,461,2014
"655","51710","Norfolk city, Virginia","B25001_001",95699,802,2014
"656","51720","Norton city, Virginia","B25001_001",1850,155,2014
"657","51730","Petersburg city, Virginia","B25001_001",16475,91,2014
"658","51735","Poquoson city, Virginia","B25001_001",4738,34,2014
"659","51740","Portsmouth city, Virginia","B25001_001",40876,468,2014
"660","51750","Radford city, Virginia","B25001_001",6472,199,2014
"661","51760","Richmond city, Virginia","B25001_001",99123,791,2014
"662","51770","Roanoke city, Virginia","B25001_001",47330,157,2014
"663","51775","Salem city, Virginia","B25001_001",10848,144,2014
"664","51790","Staunton city, Virginia","B25001_001",11740,149,2014
"665","51800","Suffolk city, Virginia","B25001_001",33862,103,2014
"666","51810","Virginia Beach city, Virginia","B25001_001",179842,524,2014
"667","51820","Waynesboro city, Virginia","B25001_001",9811,38,2014
"668","51830","Williamsburg city, Virginia","B25001_001",4951,244,2014
"669","51840","Winchester city, Virginia","B25001_001",11913,122,2014
"670","51001","Accomack County, Virginia","B25001_001",21031,218,2015
"671","51003","Albemarle County, Virginia","B25001_001",43579,626,2015
"672","51005","Alleghany County, Virginia","B25001_001",8063,61,2015
"673","51007","Amelia County, Virginia","B25001_001",5414,41,2015
"674","51009","Amherst County, Virginia","B25001_001",14058,94,2015
"675","51011","Appomattox County, Virginia","B25001_001",7051,41,2015
"676","51013","Arlington County, Virginia","B25001_001",109443,279,2015
"677","51015","Augusta County, Virginia","B25001_001",31724,201,2015
"678","51017","Bath County, Virginia","B25001_001",3394,208,2015
"679","51019","Bedford County, Virginia","B25001_001",35546,66,2015
"680","51021","Bland County, Virginia","B25001_001",3274,220,2015
"681","51023","Botetourt County, Virginia","B25001_001",14664,53,2015
"682","51025","Brunswick County, Virginia","B25001_001",8158,142,2015
"683","51027","Buchanan County, Virginia","B25001_001",11489,103,2015
"684","51029","Buckingham County, Virginia","B25001_001",7263,105,2015
"685","51031","Campbell County, Virginia","B25001_001",25100,67,2015
"686","51033","Caroline County, Virginia","B25001_001",11927,346,2015
"687","51035","Carroll County, Virginia","B25001_001",16621,49,2015
"688","51036","Charles City County, Virginia","B25001_001",3303,39,2015
"689","51037","Charlotte County, Virginia","B25001_001",6298,47,2015
"690","51041","Chesterfield County, Virginia","B25001_001",125393,192,2015
"691","51043","Clarke County, Virginia","B25001_001",6261,48,2015
"692","51045","Craig County, Virginia","B25001_001",2955,196,2015
"693","51047","Culpeper County, Virginia","B25001_001",17989,128,2015
"694","51049","Cumberland County, Virginia","B25001_001",4650,26,2015
"695","51051","Dickenson County, Virginia","B25001_001",7525,58,2015
"696","51053","Dinwiddie County, Virginia","B25001_001",11542,88,2015
"697","51057","Essex County, Virginia","B25001_001",5777,49,2015
"698","51059","Fairfax County, Virginia","B25001_001",409963,439,2015
"699","51061","Fauquier County, Virginia","B25001_001",26052,56,2015
"700","51063","Floyd County, Virginia","B25001_001",7889,40,2015
"701","51065","Fluvanna County, Virginia","B25001_001",10596,125,2015
"702","51067","Franklin County, Virginia","B25001_001",29419,120,2015
"703","51069","Frederick County, Virginia","B25001_001",32152,141,2015
"704","51071","Giles County, Virginia","B25001_001",8327,43,2015
"705","51073","Gloucester County, Virginia","B25001_001",16066,60,2015
"706","51075","Goochland County, Virginia","B25001_001",8807,89,2015
"707","51077","Grayson County, Virginia","B25001_001",9166,144,2015
"708","51079","Greene County, Virginia","B25001_001",7905,38,2015
"709","51081","Greensville County, Virginia","B25001_001",4122,627,2015
"710","51083","Halifax County, Virginia","B25001_001",18057,70,2015
"711","51085","Hanover County, Virginia","B25001_001",39391,131,2015
"712","51087","Henrico County, Virginia","B25001_001",134346,206,2015
"713","51089","Henry County, Virginia","B25001_001",26144,90,2015
"714","51091","Highland County, Virginia","B25001_001",1918,126,2015
"715","51093","Isle of Wight County, Virginia","B25001_001",15001,58,2015
"716","51095","James City County, Virginia","B25001_001",31392,107,2015
"717","51097","King and Queen County, Virginia","B25001_001",3446,21,2015
"718","51099","King George County, Virginia","B25001_001",9706,55,2015
"719","51101","King William County, Virginia","B25001_001",6632,34,2015
"720","51103","Lancaster County, Virginia","B25001_001",7544,41,2015
"721","51105","Lee County, Virginia","B25001_001",11728,330,2015
"722","51107","Loudoun County, Virginia","B25001_001",118919,132,2015
"723","51109","Louisa County, Virginia","B25001_001",16692,68,2015
"724","51111","Lunenburg County, Virginia","B25001_001",5933,394,2015
"725","51113","Madison County, Virginia","B25001_001",5983,45,2015
"726","51115","Mathews County, Virginia","B25001_001",5702,34,2015
"727","51117","Mecklenburg County, Virginia","B25001_001",18661,123,2015
"728","51119","Middlesex County, Virginia","B25001_001",7211,56,2015
"729","51121","Montgomery County, Virginia","B25001_001",39038,340,2015
"730","51125","Nelson County, Virginia","B25001_001",10017,38,2015
"731","51127","New Kent County, Virginia","B25001_001",7736,47,2015
"732","51131","Northampton County, Virginia","B25001_001",7323,41,2015
"733","51133","Northumberland County, Virginia","B25001_001",9096,38,2015
"734","51135","Nottoway County, Virginia","B25001_001",6699,78,2015
"735","51137","Orange County, Virginia","B25001_001",14789,67,2015
"736","51139","Page County, Virginia","B25001_001",11636,40,2015
"737","51141","Patrick County, Virginia","B25001_001",10085,69,2015
"738","51143","Pittsylvania County, Virginia","B25001_001",31366,94,2015
"739","51145","Powhatan County, Virginia","B25001_001",10272,136,2015
"740","51147","Prince Edward County, Virginia","B25001_001",9269,227,2015
"741","51149","Prince George County, Virginia","B25001_001",12192,173,2015
"742","51153","Prince William County, Virginia","B25001_001",142786,338,2015
"743","51155","Pulaski County, Virginia","B25001_001",17256,76,2015
"744","51157","Rappahannock County, Virginia","B25001_001",3936,24,2015
"745","51159","Richmond County, Virginia","B25001_001",3886,87,2015
"746","51161","Roanoke County, Virginia","B25001_001",40439,95,2015
"747","51163","Rockbridge County, Virginia","B25001_001",11231,35,2015
"748","51165","Rockingham County, Virginia","B25001_001",34269,118,2015
"749","51167","Russell County, Virginia","B25001_001",13428,40,2015
"750","51169","Scott County, Virginia","B25001_001",11876,88,2015
"751","51171","Shenandoah County, Virginia","B25001_001",21026,52,2015
"752","51173","Smyth County, Virginia","B25001_001",15356,95,2015
"753","51175","Southampton County, Virginia","B25001_001",7529,125,2015
"754","51177","Spotsylvania County, Virginia","B25001_001",45979,99,2015
"755","51179","Stafford County, Virginia","B25001_001",45759,314,2015
"756","51181","Surry County, Virginia","B25001_001",3497,18,2015
"757","51183","Sussex County, Virginia","B25001_001",4007,518,2015
"758","51185","Tazewell County, Virginia","B25001_001",20716,81,2015
"759","51187","Warren County, Virginia","B25001_001",16099,107,2015
"760","51191","Washington County, Virginia","B25001_001",25704,110,2015
"761","51193","Westmoreland County, Virginia","B25001_001",10752,43,2015
"762","51195","Wise County, Virginia","B25001_001",17851,170,2015
"763","51197","Wythe County, Virginia","B25001_001",14159,52,2015
"764","51199","York County, Virginia","B25001_001",27150,127,2015
"765","51510","Alexandria city, Virginia","B25001_001",74317,141,2015
"766","51520","Bristol city, Virginia","B25001_001",8841,81,2015
"767","51530","Buena Vista city, Virginia","B25001_001",2920,74,2015
"768","51540","Charlottesville city, Virginia","B25001_001",19886,137,2015
"769","51550","Chesapeake city, Virginia","B25001_001",86657,401,2015
"770","51570","Colonial Heights city, Virginia","B25001_001",7808,52,2015
"771","51580","Covington city, Virginia","B25001_001",3035,43,2015
"772","51590","Danville city, Virginia","B25001_001",22376,194,2015
"773","51595","Emporia city, Virginia","B25001_001",2686,187,2015
"774","51600","Fairfax city, Virginia","B25001_001",8780,84,2015
"775","51610","Falls Church city, Virginia","B25001_001",5601,18,2015
"776","51620","Franklin city, Virginia","B25001_001",3888,37,2015
"777","51630","Fredericksburg city, Virginia","B25001_001",11252,158,2015
"778","51640","Galax city, Virginia","B25001_001",3514,206,2015
"779","51650","Hampton city, Virginia","B25001_001",60168,210,2015
"780","51660","Harrisonburg city, Virginia","B25001_001",17942,198,2015
"781","51670","Hopewell city, Virginia","B25001_001",10223,56,2015
"782","51678","Lexington city, Virginia","B25001_001",1911,1079,2015
"783","51680","Lynchburg city, Virginia","B25001_001",32252,310,2015
"784","51683","Manassas city, Virginia","B25001_001",13284,78,2015
"785","51685","Manassas Park city, Virginia","B25001_001",4895,17,2015
"786","51690","Martinsville city, Virginia","B25001_001",7176,43,2015
"787","51700","Newport News city, Virginia","B25001_001",77175,443,2015
"788","51710","Norfolk city, Virginia","B25001_001",96121,997,2015
"789","51720","Norton city, Virginia","B25001_001",1917,150,2015
"790","51730","Petersburg city, Virginia","B25001_001",16464,96,2015
"791","51735","Poquoson city, Virginia","B25001_001",4751,31,2015
"792","51740","Portsmouth city, Virginia","B25001_001",40987,249,2015
"793","51750","Radford city, Virginia","B25001_001",6507,279,2015
"794","51760","Richmond city, Virginia","B25001_001",99449,577,2015
"795","51770","Roanoke city, Virginia","B25001_001",47321,156,2015
"796","51775","Salem city, Virginia","B25001_001",10851,153,2015
"797","51790","Staunton city, Virginia","B25001_001",11782,146,2015
"798","51800","Suffolk city, Virginia","B25001_001",34368,100,2015
"799","51810","Virginia Beach city, Virginia","B25001_001",180824,508,2015
"800","51820","Waynesboro city, Virginia","B25001_001",9868,39,2015
"801","51830","Williamsburg city, Virginia","B25001_001",5020,171,2015
"802","51840","Winchester city, Virginia","B25001_001",11903,81,2015
"803","51001","Accomack County, Virginia","B25001_001",21040,250,2016
"804","51003","Albemarle County, Virginia","B25001_001",43951,459,2016
"805","51005","Alleghany County, Virginia","B25001_001",8043,62,2016
"806","51007","Amelia County, Virginia","B25001_001",5435,38,2016
"807","51009","Amherst County, Virginia","B25001_001",14067,83,2016
"808","51011","Appomattox County, Virginia","B25001_001",7085,35,2016
"809","51013","Arlington County, Virginia","B25001_001",110763,227,2016
"810","51015","Augusta County, Virginia","B25001_001",31899,131,2016
"811","51017","Bath County, Virginia","B25001_001",3421,266,2016
"812","51019","Bedford County, Virginia","B25001_001",35819,70,2016
"813","51021","Bland County, Virginia","B25001_001",3264,196,2016
"814","51023","Botetourt County, Virginia","B25001_001",14724,76,2016
"815","51025","Brunswick County, Virginia","B25001_001",8146,83,2016
"816","51027","Buchanan County, Virginia","B25001_001",11443,63,2016
"817","51029","Buckingham County, Virginia","B25001_001",7275,67,2016
"818","51031","Campbell County, Virginia","B25001_001",25249,63,2016
"819","51033","Caroline County, Virginia","B25001_001",11987,357,2016
"820","51035","Carroll County, Virginia","B25001_001",16599,98,2016
"821","51036","Charles City County, Virginia","B25001_001",3303,28,2016
"822","51037","Charlotte County, Virginia","B25001_001",6288,44,2016
"823","51041","Chesterfield County, Virginia","B25001_001",126532,209,2016
"824","51043","Clarke County, Virginia","B25001_001",6283,48,2016
"825","51045","Craig County, Virginia","B25001_001",2950,202,2016
"826","51047","Culpeper County, Virginia","B25001_001",18134,82,2016
"827","51049","Cumberland County, Virginia","B25001_001",4665,21,2016
"828","51051","Dickenson County, Virginia","B25001_001",7517,64,2016
"829","51053","Dinwiddie County, Virginia","B25001_001",11580,87,2016
"830","51057","Essex County, Virginia","B25001_001",5794,36,2016
"831","51059","Fairfax County, Virginia","B25001_001",411072,346,2016
"832","51061","Fauquier County, Virginia","B25001_001",26241,72,2016
"833","51063","Floyd County, Virginia","B25001_001",7902,50,2016
"834","51065","Fluvanna County, Virginia","B25001_001",10683,73,2016
"835","51067","Franklin County, Virginia","B25001_001",29464,112,2016
"836","51069","Frederick County, Virginia","B25001_001",32502,118,2016
"837","51071","Giles County, Virginia","B25001_001",8338,63,2016
"838","51073","Gloucester County, Virginia","B25001_001",16167,88,2016
"839","51075","Goochland County, Virginia","B25001_001",8898,63,2016
"840","51077","Grayson County, Virginia","B25001_001",9166,108,2016
"841","51079","Greene County, Virginia","B25001_001",7982,30,2016
"842","51081","Greensville County, Virginia","B25001_001",4117,98,2016
"843","51083","Halifax County, Virginia","B25001_001",18084,68,2016
"844","51085","Hanover County, Virginia","B25001_001",39841,131,2016
"845","51087","Henrico County, Virginia","B25001_001",135137,209,2016
"846","51089","Henry County, Virginia","B25001_001",26117,167,2016
"847","51091","Highland County, Virginia","B25001_001",2005,107,2016
"848","51093","Isle of Wight County, Virginia","B25001_001",15104,71,2016
"849","51095","James City County, Virginia","B25001_001",31835,119,2016
"850","51097","King and Queen County, Virginia","B25001_001",3449,17,2016
"851","51099","King George County, Virginia","B25001_001",9791,49,2016
"852","51101","King William County, Virginia","B25001_001",6695,31,2016
"853","51103","Lancaster County, Virginia","B25001_001",7590,51,2016
"854","51105","Lee County, Virginia","B25001_001",11718,170,2016
"855","51107","Loudoun County, Virginia","B25001_001",122490,186,2016
"856","51109","Louisa County, Virginia","B25001_001",16823,45,2016
"857","51111","Lunenburg County, Virginia","B25001_001",5935,46,2016
"858","51113","Madison County, Virginia","B25001_001",6007,28,2016
"859","51115","Mathews County, Virginia","B25001_001",5714,33,2016
"860","51117","Mecklenburg County, Virginia","B25001_001",18693,135,2016
"861","51119","Middlesex County, Virginia","B25001_001",7236,49,2016
"862","51121","Montgomery County, Virginia","B25001_001",39209,259,2016
"863","51125","Nelson County, Virginia","B25001_001",10043,40,2016
"864","51127","New Kent County, Virginia","B25001_001",7897,51,2016
"865","51131","Northampton County, Virginia","B25001_001",7342,38,2016
"866","51133","Northumberland County, Virginia","B25001_001",9113,28,2016
"867","51135","Nottoway County, Virginia","B25001_001",6712,151,2016
"868","51137","Orange County, Virginia","B25001_001",14845,67,2016
"869","51139","Page County, Virginia","B25001_001",11647,41,2016
"870","51141","Patrick County, Virginia","B25001_001",10091,70,2016
"871","51143","Pittsylvania County, Virginia","B25001_001",31334,147,2016
"872","51145","Powhatan County, Virginia","B25001_001",10416,104,2016
"873","51147","Prince Edward County, Virginia","B25001_001",9288,276,2016
"874","51149","Prince George County, Virginia","B25001_001",12237,177,2016
"875","51153","Prince William County, Virginia","B25001_001",144314,183,2016
"876","51155","Pulaski County, Virginia","B25001_001",17266,89,2016
"877","51157","Rappahannock County, Virginia","B25001_001",3950,21,2016
"878","51159","Richmond County, Virginia","B25001_001",3894,115,2016
"879","51161","Roanoke County, Virginia","B25001_001",40616,127,2016
"880","51163","Rockbridge County, Virginia","B25001_001",11265,38,2016
"881","51165","Rockingham County, Virginia","B25001_001",34479,104,2016
"882","51167","Russell County, Virginia","B25001_001",13409,53,2016
"883","51169","Scott County, Virginia","B25001_001",11874,109,2016
"884","51171","Shenandoah County, Virginia","B25001_001",21066,55,2016
"885","51173","Smyth County, Virginia","B25001_001",15346,107,2016
"886","51175","Southampton County, Virginia","B25001_001",7550,92,2016
