GEOID,County,avg_year_built,avg_age,Year
51670,Hopewell City,1982.4383136390948,27.56168636090524,2010
51678,Lexington City,1975.1572545612512,34.84274543874881,2010
51680,Lynchburg City,1983.2091657624305,26.79083423756947,2010
51683,Manassas City,1996.5788544226045,13.421145577395464,2010
51685,Manassas Park City,1996.0224719101125,13.977528089887528,2010
51690,Martinsville City,1981.7796844727372,28.220315527262755,2010
51700,Newport News City,1990.1706005064354,19.82939949356455,2010
51710,Norfolk City,1981.4785515027106,28.521448497289384,2010
51720,Norton City,1984.3345360824742,25.665463917525813,2010
51730,Petersburg City,1978.9856337853737,31.014366214626307,2010
51735,Poquoson City,1991.559658484525,18.440341515474984,2010
51740,Portsmouth City,1982.4230891137388,27.576910886261203,2010
51750,Radford City,1988.2031444582815,21.796855541718514,2010
51760,Richmond City,1976.2906344721296,33.70936552787043,2010
51770,Roanoke City,1979.027063055438,30.97293694456198,2010
51775,Salem City,1986.5439555349699,23.456044465030118,2010
51790,Staunton City,1981.1969644405897,28.80303555941032,2010
51800,Suffolk City,1995.594340204913,14.405659795087104,2010
51810,Virginia Beach City,1995.976719504651,14.0232804953489,2010
51820,Waynesboro City,1983.4345343162704,26.5654656837296,2010
51830,Williamsburg City,1992.043339324945,17.95666067505499,2010
51840,Winchester City,1983.8800033921302,26.11999660786978,2010
51001,Accomack,1986.617648461722,24.382351538278044,2011
51003,Albemarle,1997.0337844299922,13.966215570007762,2011
51005,Alleghany,1982.9728489957847,28.027151004215284,2011
51007,Amelia,1995.9883851629825,15.011614837017532,2011
51009,Amherst,1991.5547183351273,19.44528166487271,2011
51011,Appomattox,1991.8843736295862,19.115626370413793,2011
51013,Arlington,1986.252939481268,24.74706051873204,2011
51015,Augusta,1991.0121573685908,19.987842631409194,2011
51017,Bath,1982.8311214333112,28.168878566688818,2011
51019,Bedford,1997.1709100075625,13.829089992437503,2011
51021,Bland,1991.6417033773862,19.358296622613807,2011
51023,Botetourt,1992.2208500068994,18.779149993100646,2011
51025,Brunswick,1990.5175589390963,20.48244106090374,2011
51027,Buchanan,1990.6986324933346,20.30136750666543,2011
51029,Buckingham,1990.4220860604373,20.577913939562677,2011
51031,Campbell,1992.9772533409155,18.022746659084532,2011
51033,Caroline,1997.2640405951665,13.735959404833466,2011
51035,Carroll,1990.2329066310745,20.767093368925543,2011
51036,Charles City,1994.5821128077282,16.41788719227179,2011
51037,Charlotte,1985.7116397892385,25.28836021076154,2011
51041,Chesterfield,1999.3577401372213,11.642259862778701,2011
51043,Clarke,1986.4381028938906,24.561897106109427,2011
51045,Craig,1987.9983980776933,23.00160192230669,2011
51047,Culpeper,1995.3455173977106,15.654482602289363,2011
51049,Cumberland,1993.8235038084874,17.17649619151257,2011
51051,Dickenson,1988.753548895899,22.24645110410097,2011
51053,Dinwiddie,1993.6170212765958,17.38297872340422,2011
51057,Essex,1992.1917089382544,18.80829106174565,2011
51059,Fairfax,1995.2385935815983,15.761406418401748,2011
51061,Fauquier,1993.0269615504844,17.97303844951557,2011
51063,Floyd,1987.0735275080906,23.926472491909408,2011
51065,Fluvanna,1997.2064584949574,13.79354150504264,2011
51067,Franklin,1995.0145307700272,15.98546922997275,2011
51069,Frederick,1998.5589960046398,12.441003995360234,2011
51071,Giles,1984.5810533927927,26.418946607207317,2011
51073,Gloucester,1994.28880866426,16.711191335740068,2011
51075,Goochland,1997.927174803887,13.072825196112944,2011
51077,Grayson,1987.958569559529,23.041430440471004,2011
51079,Greene,1997.829412555451,13.170587444549028,2011
51081,Greensville,1992.7611355849242,18.238864415075795,2011
51083,Halifax,1987.1756222506822,23.82437774931782,2011
51085,Hanover,1997.2449498924393,13.755050107560692,2011
51087,Henrico,1994.1643327748168,16.835667225183215,2011
51089,Henry,1989.8464143047365,21.153585695263473,2011
51091,Highland,1976.1452127659575,34.85478723404253,2011
51093,Isle Of Wight,1995.8501854650365,15.149814534963525,2011
51095,James City,2002.3019637154312,8.698036284568843,2011
51097,King And Queen,1990.4054373522458,20.594562647754174,2011
51099,King George,1997.777126412279,13.222873587721097,2011
51101,King William,1995.1146091811415,15.885390818858468,2011
51103,Lancaster,1987.9646402828778,23.03535971712222,2011
51105,Lee,1988.591692255203,22.408307744796957,2011
51107,Loudoun,2003.8944084941797,7.105591505820257,2011
51109,Louisa,1996.165101088647,14.834898911353093,2011
51111,Lunenburg,1986.3786522546868,24.621347745313187,2011
51113,Madison,1987.0187658495352,23.981234150464843,2011
51115,Mathews,1985.0951034117022,25.904896588297788,2011
51117,Mecklenburg,1992.0259642318465,18.9740357681535,2011
51119,Middlesex,1990.3971561312121,20.602843868787886,2011
51121,Montgomery,1994.882124182148,16.11787581785211,2011
51125,Nelson,1990.4600872299422,20.539912770057754,2011
51127,New Kent,2000.6814690685658,10.318530931434225,2011
51131,Northampton,1982.0701562071802,28.929843792819838,2011
51133,Northumberland,1992.2369330212862,18.763066978713823,2011
51135,Nottoway,1985.354697632333,25.645302367667,2011
51137,Orange,1993.8258953168045,17.174104683195537,2011
51139,Page,1987.0539300554017,23.94606994459832,2011
51141,Patrick,1989.6246034892943,21.37539651070574,2011
51143,Pittsylvania,1992.1391401989092,18.860859801090783,2011
51145,Powhatan,2000.217417538214,10.782582461785978,2011
51147,Prince Edward,1993.0454495311637,17.95455046883626,2011
51149,Prince George,1998.0501872659177,12.949812734082343,2011
51153,Prince William,2001.1816949851595,9.818305014840462,2011
51155,Pulaski,1987.5959314152863,23.40406858471374,2011
51157,Rappahannock,1983.8216892596454,27.17831074035462,2011
51159,Richmond,1988.2970219435736,22.702978056426446,2011
51161,Roanoke,1993.0822289156627,17.917771084337346,2011
51163,Rockbridge,1986.78025650289,24.219743497109903,2011
51165,Rockingham,1991.8815528733562,19.118447126643787,2011
51167,Russell,1990.588191717905,20.41180828209508,2011
51169,Scott,1987.4313429075335,23.568657092466538,2011
51171,Shenandoah,1989.4613713182039,21.538628681796126,2011
51173,Smyth,1987.7546962041715,23.245303795828477,2011
51175,Southampton,1989.092995169082,21.907004830917913,2011
51177,Spotsylvania,2001.4334872569043,9.5665127430957,2011
51179,Stafford,2001.377495587595,9.622504412405078,2011
51181,Surry,1985.6900958466454,25.309904153354637,2011
51183,Sussex,1986.0174989329919,24.982501067008116,2011
51185,Tazewell,1987.3338931004703,23.666106899529723,2011
51187,Warren,1991.6480689394893,19.35193106051065,2011
51191,Washington,1992.6350863422292,18.364913657770785,2011
51193,Westmoreland,1989.8074481190183,21.192551880981682,2011
51195,Wise,1988.8696305363899,22.130369463610123,2011
51197,Wythe,1988.3255946853346,22.674405314665364,2011
51199,York,1998.3680634201585,12.631936579841522,2011
51510,Alexandria City,1987.6477608626265,23.352239137373545,2011
51515,Bedford City,1982.8791901759043,28.12080982409566,2011
51520,Bristol City,1982.4778420038535,28.52215799614646,2011
51530,Buena Vista City,1981.4095726495727,29.590427350427262,2011
51540,Charlottesville City,1983.781747694887,27.218252305113083,2011
51550,Chesapeake City,1996.7046264635162,14.295373536483794,2011
51570,Colonial Heights City,1986.941567574479,24.058432425521005,2011
51580,Covington City,1971.979876663421,39.02012333657899,2011
51590,Danville City,1979.1611612501667,31.838838749833258,2011
51595,Emporia City,1986.0931085043987,24.906891495601258,2011
51600,Fairfax City,1987.9796012446698,23.020398755330234,2011
51610,Falls Church City,1985.1202730123593,25.87972698764065,2011
51620,Franklin City,1987.095652173913,23.904347826086905,2011
51630,Fredericksburg City,1988.1761583011582,22.82384169884176,2011
51640,Galax City,1986.1121827411168,24.88781725888316,2011
51650,Hampton City,1988.0740597521815,22.925940247818517,2011
51660,Harrisonburg City,1993.4647315120112,17.535268487988787,2011
51670,Hopewell City,1983.9379097953506,27.062090204649394,2011
51678,Lexington City,1976.1856041131105,34.81439588688954,2011
51680,Lynchburg City,1983.8726108622973,27.12738913770272,2011
51683,Manassas City,1996.0797738213494,14.920226178650637,2011
51685,Manassas Park City,1996.6720032840722,14.327996715927839,2011
51690,Martinsville City,1982.186816230439,28.813183769560965,2011
51700,Newport News City,1990.4699416278613,20.530058372138683,2011
51710,Norfolk City,1981.9376848664751,29.062315133524862,2011
51720,Norton City,1983.7729393468119,27.22706065318812,2011
51730,Petersburg City,1979.4330853875945,31.566914612405526,2011
51735,Poquoson City,1992.4928829403016,18.50711705969843,2011
51740,Portsmouth City,1983.0555528363761,27.944447163623863,2011
51750,Radford City,1986.8369666770477,24.163033322952288,2011
51760,Richmond City,1976.4733020862054,34.52669791379458,2011
51770,Roanoke City,1978.613011529203,32.38698847079695,2011
51775,Salem City,1987.6732014055854,23.32679859441464,2011
51790,Staunton City,1982.1500515641114,28.849948435888564,2011
51800,Suffolk City,1995.7295311833202,15.270468816679795,2011
51810,Virginia Beach City,1996.263134737531,14.73686526246911,2011
51820,Waynesboro City,1984.1341589267286,26.86584107327144,2011
51830,Williamsburg City,1993.2855180533752,17.7144819466248,2011
51840,Winchester City,1984.1948501477416,26.80514985225841,2011
51001,Accomack,1987.9522291478327,24.047770852167332,2012
51003,Albemarle,1996.9085089294151,15.09149107058488,2012
51005,Alleghany,1982.4975198412699,29.502480158730123,2012
51007,Amelia,1996.3862916744272,15.613708325572816,2012
51009,Amherst,1991.1910249069567,20.808975093043273,2012
51011,Appomattox,1992.3483992467043,19.651600753295725,2012
51013,Arlington,1986.1175008302102,25.882499169789753,2012
51015,Augusta,1990.8820762264393,21.117923773560733,2012
51017,Bath,1985.1940445026178,26.80595549738223,2012
51019,Bedford,1996.9739614266512,15.026038573348842,2012
51021,Bland,1991.2715029078665,20.728497092133466,2012
51023,Botetourt,1992.3685331501201,19.63146684987987,2012
51025,Brunswick,1990.9795117163537,21.020488283646273,2012
51027,Buchanan,1990.5151227919,21.484877208099988,2012
51029,Buckingham,1991.9027700831025,20.097229916897504,2012
51031,Campbell,1992.4879447518274,19.5120552481726,2012
51033,Caroline,1996.6084029316517,15.391597068348347,2012
51035,Carroll,1990.3563093294638,21.643690670536216,2012
51036,Charles City,1994.4113475177305,17.58865248226948,2012
51037,Charlotte,1986.5054278416346,25.494572158365372,2012
51041,Chesterfield,1999.0350943118785,12.964905688121462,2012
51043,Clarke,1987.1024734982332,24.897526501766833,2012
51045,Craig,1987.7827838827839,24.21721611721614,2012
51047,Culpeper,1995.2810494313703,16.71895056862968,2012
51049,Cumberland,1992.1726898939623,19.827310106037658,2012
51051,Dickenson,1989.6627140974967,22.337285902503254,2012
51053,Dinwiddie,1993.9649877149877,18.03501228501227,2012
51057,Essex,1992.8006246746486,19.19937532535141,2012
51059,Fairfax,1995.1005697816859,16.899430218314137,2012
51061,Fauquier,1993.3688454347148,18.631154565285215,2012
51063,Floyd,1988.2765000642426,23.723499935757445,2012
51065,Fluvanna,1997.685950413223,14.314049586776946,2012
51067,Franklin,1995.251825443077,16.748174556923004,2012
51069,Frederick,1998.3860119332503,13.613988066749698,2012
51071,Giles,1985.460426454644,26.539573545356006,2012
51073,Gloucester,1993.8330817610063,18.16691823899373,2012
51075,Goochland,1997.9413953488372,14.058604651162796,2012
51077,Grayson,1988.0058804312316,23.994119568768383,2012
51079,Greene,1997.6951878707976,14.304812129202446,2012
51081,Greensville,1992.7408491947292,19.259150805270792,2012
51083,Halifax,1987.9274686215706,24.072531378429403,2012
51085,Hanover,1997.0228401966651,14.977159803334871,2012
51087,Henrico,1993.7785360409614,18.2214639590386,2012
51089,Henry,1990.4139715394567,21.586028460543275,2012
51091,Highland,1976.3274383708467,35.67256162915328,2012
51093,Isle Of Wight,1995.4903800394316,16.509619960568443,2012
51095,James City,2001.752786051337,10.247213948663102,2012
51097,King And Queen,1990.4436310395315,21.55636896046849,2012
51099,King George,1996.6118330692022,15.388166930797752,2012
51101,King William,1994.3652989088673,17.634701091132683,2012
51103,Lancaster,1987.7814774871933,24.218522512806658,2012
51105,Lee,1987.8627684964201,24.13723150357987,2012
51107,Loudoun,2002.9112873881086,9.088712611891424,2012
51109,Louisa,1996.1616031424537,15.838396857546286,2012
51111,Lunenburg,1987.2811921198854,24.718807880114582,2012
51113,Madison,1987.1775197711593,24.822480228840732,2012
51115,Mathews,1984.8229074889869,27.177092511013143,2012
51117,Mecklenburg,1991.7993120498763,20.200687950123665,2012
51119,Middlesex,1990.6265043380913,21.37349566190869,2012
51121,Montgomery,1994.8320918845714,17.167908115428645,2012
51125,Nelson,1992.3324944634587,19.667505536541285,2012
51127,New Kent,1999.8062312107133,12.19376878928665,2012
51131,Northampton,1983.2374435472834,28.76255645271658,2012
51133,Northumberland,1993.2542448118966,18.74575518810343,2012
51135,Nottoway,1984.8214982735326,27.178501726467402,2012
51137,Orange,1993.7652251265908,18.23477487340915,2012
51139,Page,1988.1662779649305,23.833722035069513,2012
51141,Patrick,1989.968694273826,22.03130572617397,2012
51143,Pittsylvania,1992.140071092324,19.85992890767602,2012
51145,Powhatan,1999.9418326693228,12.058167330677179,2012
51147,Prince Edward,1993.31204119645,18.68795880354992,2012
51149,Prince George,1998.1879923708434,13.812007629156597,2012
51153,Prince William,2000.7333565904994,11.266643409500603,2012
51155,Pulaski,1987.7318432510885,24.26815674891145,2012
51157,Rappahannock,1986.6330061983472,25.366993801652825,2012
51159,Richmond,1987.1092896174864,24.89071038251359,2012
51161,Roanoke,1992.7234499463132,19.276550053686833,2012
51163,Rockbridge,1987.5749304121398,24.425069587860207,2012
51165,Rockingham,1991.5074453511227,20.49255464887733,2012
51167,Russell,1990.2983028236863,21.7016971763137,2012
51169,Scott,1987.6443567349681,24.35564326503186,2012
51171,Shenandoah,1989.763654705289,22.2363452947111,2012
51173,Smyth,1987.5720580611717,24.427941938828326,2012
51175,Southampton,1988.9866292285064,23.013370771493555,2012
51177,Spotsylvania,2001.159090909091,10.840909090909008,2012
51179,Stafford,2001.1813525518992,10.818647448100819,2012
51181,Surry,1987.3938257357183,24.606174264281663,2012
51183,Sussex,1986.7209104445863,25.279089555413748,2012
51185,Tazewell,1986.8909239496202,25.109076050379826,2012
51187,Warren,1991.5046693826387,20.495330617361333,2012
51191,Washington,1992.7255806678659,19.27441933213413,2012
51193,Westmoreland,1990.0245647058823,21.975435294117688,2012
51195,Wise,1989.2041817674938,22.795818232506235,2012
51197,Wythe,1987.4982553585417,24.501744641458345,2012
51199,York,1998.25179342723,13.74820657276996,2012
51510,Alexandria City,1987.5510902566934,24.448909743306558,2012
51515,Bedford City,1982.6764802093555,29.32351979064447,2012
51520,Bristol City,1983.550617843782,28.449382156218007,2012
51530,Buena Vista City,1979.482088024565,32.51791197543503,2012
51540,Charlottesville City,1984.0757378585186,27.92426214148145,2012
51550,Chesapeake City,1996.5977783363858,15.402221663614228,2012
51570,Colonial Heights City,1987.5099168266154,24.49008317338462,2012
51580,Covington City,1972.6908023483365,39.30919765166345,2012
51590,Danville City,1979.620419779438,32.37958022056205,2012
51595,Emporia City,1985.0275962236747,26.972403776325336,2012
51600,Fairfax City,1987.7807825086306,24.219217491369363,2012
51610,Falls Church City,1985.2242613323547,26.775738667645328,2012
51620,Franklin City,1987.4103809767323,24.589619023267687,2012
51630,Fredericksburg City,1988.147033858342,23.852966141658044,2012
51640,Galax City,1986.0651720542232,25.93482794577676,2012
51650,Hampton City,1988.0178184929782,23.982181507021778,2012
51660,Harrisonburg City,1993.5168948189223,18.48310518107769,2012
51670,Hopewell City,1985.1793198892842,26.820680110715784,2012
51678,Lexington City,1979.3637739656913,32.63622603430872,2012
51680,Lynchburg City,1983.7517554858935,28.248244514106545,2012
51683,Manassas City,1996.325335161487,15.674664838513081,2012
51685,Manassas Park City,1996.5908064847117,15.40919351528828,2012
51690,Martinsville City,1980.798613037448,31.20138696255208,2012
51700,Newport News City,1990.7771545130036,21.222845486996448,2012
51710,Norfolk City,1982.018276844773,29.981723155226973,2012
51720,Norton City,1985.6430107526883,26.35698924731173,2012
51730,Petersburg City,1980.8637672281777,31.13623277182228,2012
51735,Poquoson City,1991.835764109068,20.164235890932105,2012
51740,Portsmouth City,1983.0963852475054,28.903614752494605,2012
51750,Radford City,1986.9452118578301,25.054788142169855,2012
51760,Richmond City,1976.2038385646576,35.796161435342356,2012
51770,Roanoke City,1978.609256128487,33.390743871512996,2012
51775,Salem City,1987.3825323475046,24.617467652495407,2012
51790,Staunton City,1982.4643711551607,29.535628844839266,2012
51800,Suffolk City,1995.111608222491,16.888391777509014,2012
51810,Virginia Beach City,1996.172058782208,15.827941217791931,2012
51820,Waynesboro City,1984.2585993820803,27.74140061791968,2012
51830,Williamsburg City,1992.3361751598527,19.6638248401473,2012
51840,Winchester City,1983.9329175796393,28.067082420360748,2012
51001,Accomack,1989.2533409698358,23.74665903016421,2013
51003,Albemarle,1997.4615222531781,15.538477746821854,2013
51005,Alleghany,1983.6608695652174,29.339130434782646,2013
51007,Amelia,1996.624767225326,16.375232774674032,2013
51009,Amherst,1991.1660347664354,21.83396523356464,2013
51011,Appomattox,1993.0623290629048,19.937670937095163,2013
51013,Arlington,1986.7892823683717,26.210717631628313,2013
51015,Augusta,1991.9204451246733,21.07955487532672,2013
51017,Bath,1985.996607032696,27.00339296730408,2013
51019,Bedford,1997.3907480621363,15.609251937863746,2013
51021,Bland,1989.3553237189321,23.64467628106786,2013
51023,Botetourt,1993.2460926789142,19.753907321085762,2013
51025,Brunswick,1992.2872235872235,20.71277641277652,2013
51027,Buchanan,1991.338202051817,21.661797948182993,2013
51029,Buckingham,1993.0195182724253,19.98048172757467,2013
51031,Campbell,1992.7673977905008,20.23260220949919,2013
51033,Caroline,1996.3604039375425,16.639596062457485,2013
51035,Carroll,1990.336416394632,22.663583605368103,2013
51036,Charles City,1994.7375690607735,18.262430939226533,2013
51037,Charlotte,1986.599680766161,26.4003192338389,2013
51041,Chesterfield,1999.2895396064887,13.710460393511312,2013
51043,Clarke,1988.7552033301313,24.24479666986872,2013
51045,Craig,1989.8216353111434,23.178364688856618,2013
51047,Culpeper,1995.2951105609632,17.704889439036833,2013
51049,Cumberland,1993.7380592176355,19.26194078236449,2013
51051,Dickenson,1990.4237288135594,22.576271186440636,2013
51053,Dinwiddie,1994.6492315752707,18.350768424729267,2013
51057,Essex,1993.2095849973953,19.790415002604732,2013
51059,Fairfax,1995.2993997746091,17.700600225390872,2013
51061,Fauquier,1994.0429714818556,18.957028518144398,2013
51063,Floyd,1989.6279666452854,23.37203335471463,2013
51065,Fluvanna,1998.378703880711,14.6212961192889,2013
51067,Franklin,1995.6447377419133,17.355262258086668,2013
51069,Frederick,1998.2394972615316,14.760502738468404,2013
51071,Giles,1985.2740517760385,27.725948223961495,2013
51073,Gloucester,1994.7435913546117,18.25640864538832,2013
51075,Goochland,1997.574662201178,15.425337798822056,2013
51077,Grayson,1988.6936542669584,24.306345733041553,2013
51079,Greene,1998.4658676393956,14.534132360604417,2013
51081,Greensville,1993.599071585634,19.400928414366035,2013
51083,Halifax,1988.5058921623124,24.49410783768758,2013
51085,Hanover,1997.3437265699733,15.656273430026658,2013
51087,Henrico,1994.0727544415577,18.927245558442337,2013
51089,Henry,1990.0528930673393,22.947106932660745,2013
51091,Highland,1978.7978260869565,34.20217391304345,2013
51093,Isle Of Wight,1996.035653879981,16.964346120018945,2013
51095,James City,2002.0858427263413,10.914157273658702,2013
51097,King And Queen,1991.8815789473683,21.118421052631675,2013
51099,King George,1996.6601279765027,16.339872023497264,2013
51101,King William,1995.640122044241,17.359877955758975,2013
51103,Lancaster,1988.5636631409827,24.436336859017274,2013
51105,Lee,1987.789199350594,25.21080064940611,2013
51107,Loudoun,2003.0285500959965,9.97144990400352,2013
51109,Louisa,1997.0255052349646,15.974494765035388,2013
51111,Lunenburg,1986.5827423167848,26.41725768321521,2013
51113,Madison,1987.2748361069087,25.72516389309135,2013
51115,Mathews,1985.4721536834684,27.527846316531623,2013
51117,Mecklenburg,1991.5528525296018,21.44714747039825,2013
51119,Middlesex,1990.8351249476477,22.164875052352272,2013
51121,Montgomery,1994.8097605177993,18.190239482200695,2013
51125,Nelson,1993.1664155870242,19.833584412975824,2013
51127,New Kent,1999.3790279269604,13.620972073039638,2013
51131,Northampton,1985.459555799287,27.540444200712955,2013
51133,Northumberland,1992.8918948885687,20.108105111431314,2013
51135,Nottoway,1984.6031484257871,28.39685157421286,2013
51137,Orange,1994.9362979129723,18.06370208702765,2013
51139,Page,1988.5647485117763,24.435251488223685,2013
51141,Patrick,1990.8061123238738,22.193887676126224,2013
51143,Pittsylvania,1992.5287787066397,20.47122129336026,2013
51145,Powhatan,2000.0627225959636,12.937277404036422,2013
51147,Prince Edward,1993.4979280261723,19.502071973827697,2013
51149,Prince George,1999.2412680019863,13.758731998013673,2013
51153,Prince William,2000.813604963449,12.186395036550948,2013
51155,Pulaski,1988.2705499360538,24.72945006394616,2013
51157,Rappahannock,1986.2124098867148,26.787590113285205,2013
51159,Richmond,1987.3371310201967,25.662868979803307,2013
51161,Roanoke,1992.8600945979588,20.139905402041222,2013
51163,Rockbridge,1988.7217391304348,24.2782608695652,2013
51165,Rockingham,1991.5759853237068,21.424014676293154,2013
51167,Russell,1991.3986607142858,21.601339285714175,2013
51169,Scott,1987.7380671276776,25.261932872322404,2013
51171,Shenandoah,1990.013196901597,22.986803098403016,2013
51173,Smyth,1988.528489657864,24.47151034213607,2013
51175,Southampton,1989.4854511478911,23.514548852108874,2013
51177,Spotsylvania,2001.3671890497917,11.632810950208295,2013
51179,Stafford,2001.3905274971942,11.60947250280583,2013
