County,Acres,Class,LandPrice,assess,per_acre,Year,PIN
Bedford County,20.405,NA,114950,121800,5633.423181,2016,NA
Giles County,20.445,NA,318500,308300,15578.38102,2016,NA
Halifax County,20.625,NA,40000,34236,1939.393939,2016,NA
Cumberland County,20.82,NA,215000,220190,10326.60903,2016,NA
Floyd County,20.86,NA,100000,128900,4793.863854,2016,NA
Albemarle County,21,NA,255000,200700,12142.85714,2016,NA
King William County,21,NA,125000,48300,5952.380952,2016,NA
Mecklenburg County,21.17,NA,198000,242200,9352.857818,2016,NA
Cumberland County,21.7,NA,225000,245160,10368.66359,2016,NA
Bedford County,22.37,NA,155000,160700,6928.922664,2016,NA
Louisa County,22.39,NA,348500,344900,15564.98437,2016,NA
Washington County,23.17,NA,375000,361600,16184.72162,2016,NA
Franklin County,23.47,NA,380000,506800,16190.88198,2016,NA
Carroll County,23.75,NA,90000,131800,3789.473684,2016,NA
Floyd County,24.3,NA,165000,178000,6790.123457,2016,NA
Chesterfield County,24.73,NA,121400,129000,4909.017388,2016,NA
Alleghany County,24.756,NA,35000,60500,1413.798675,2016,NA
King William County,25,NA,91000,69800,3640,2016,NA
New Kent County,25,NA,129900,120600,5196,2016,NA
Scott County,25,NA,115000,140500,4600,2016,NA
New Kent County,25.086,NA,120000,112700,4783.544607,2016,NA
Bedford County,25.42,NA,155000,112500,6097.560976,2016,NA
King William County,25.47,NA,379000,276600,14880.25128,2016,NA
Brunswick County,25.57,NA,61500,61300,2405.1623,2016,NA
Caroline County,25.6,NA,85000,76500,3320.3125,2016,NA
Albemarle County,25.71,NA,100000,169600,3889.537145,2016,NA
New Kent County,25.72,NA,180000,194600,6998.44479,2016,NA
King William County,25.8,NA,220000,273100,8527.131783,2016,NA
Sussex County,25.8,NA,70000,102800,2713.178295,2016,NA
Pittsylvania County,25.82,NA,60000,77500,2323.780015,2016,NA
Alleghany County,25.95,NA,80000,72000,3082.851638,2016,NA
Culpeper County,26,NA,275000,252500,10576.92308,2016,NA
Washington County,26.25,NA,202900,244200,7729.52381,2016,NA
Amherst County,26.273,NA,49999,89000,1903.05637,2016,NA
Campbell County,26.39,NA,57500,68200,2178.855627,2016,NA
Augusta County,26.57,NA,340000,500700,12796.3869,2016,NA
Scott County,26.945,NA,70000,27400,2597.88458,2016,NA
Northumberland County,27,NA,74000,54000,2740.740741,2016,NA
Mecklenburg County,27.58,NA,60000,53200,2175.489485,2016,NA
Amelia County,27.702,NA,110000,52300,3970.832431,2016,NA
Craig County,28.21,NA,62000,19700,2197.802198,2016,NA
Nelson County,28.67,NA,285000,257400,9940.704569,2016,NA
Appomattox County,28.72,NA,55000,80200,1915.041783,2016,NA
Warren County,29.1295,NA,146562,183700,5031.394291,2016,NA
Bath County,29.25,NA,155000,96200,5299.145299,2016,NA
Bedford County,29.4,NA,70000,85800,2380.952381,2016,NA
Carroll County,29.885,NA,238500,146200,7980.59227,2016,NA
Albemarle County,30,NA,165000,291600,5500,2016,NA
Dinwiddie County,30.05,NA,73000,71200,2429.284526,2016,NA
Nelson County,30.43,NA,169000,182600,5553.729872,2016,NA
Rappahannock County,30.771,NA,160000,246200,5199.701017,2016,NA
Patrick County,30.947,NA,170000,167700,5493.262675,2016,NA
Rockingham County,31.023,NA,90000,93100,2901.073397,2016,NA
Lunenburg County,31.13,NA,74900,72400,2406.03919,2016,NA
Pulaski County,31.65,NA,35000,27600,1105.845182,2016,NA
Lunenburg County,32,NA,75000,91800,2343.75,2016,NA
Fauquier County,32.33,NA,449000,435100,13888.02969,2016,NA
Powhatan County,32.78,NA,464000,459500,14154.97254,2016,NA
Carroll County,33.823,NA,137458,170100,4064.039263,2016,NA
Shenandoah County,33.904,NA,100000,161600,2949.504483,2016,NA
Albemarle County,34.09,NA,500000,764800,14667.05779,2016,NA
Southampton County,34.32,NA,60000,75600,1748.251748,2016,NA
Grayson County,34.504,NA,207000,150500,5999.304428,2016,NA
Alleghany County,34.7,NA,22000,34700,634.0057637,2016,NA
Craig County,35.4,NA,201000,204300,5677.966102,2016,NA
Franklin County,35.61,NA,142000,202100,3987.64392,2016,NA
Lunenburg County,35.85,NA,35000,35500,976.2900976,2016,NA
Frederick County,36,NA,225000,76700,6250,2016,NA
Gloucester County,36,NA,560000,587280,15555.55556,2016,NA
Shenandoah County,36.054,NA,580000,416800,16086.98064,2016,NA
King & Queen County,36.5,NA,85000,67500,2328.767123,2016,NA
Bedford County,36.72,NA,268200,268300,7303.921569,2016,NA
Westmoreland County,36.95,NA,320000,609700,8660.351827,2016,NA
Floyd County,37.8048,NA,405000,403300,10712.92534,2016,NA
Amelia County,38.1,NA,35000,45700,918.6351706,2016,NA
Floyd County,38.955,NA,289780,261700,7438.839687,2016,NA
Appomattox County,39.21,NA,459000,365800,11706.1974,2016,NA
Buchanan County,39.3,NA,40000,65400,1017.811705,2016,NA
Amherst County,39.547,NA,186000,190500,4703.26447,2016,NA
Franklin County,39.57,NA,130000,132400,3285.317159,2016,NA
Wythe County,39.63,NA,305000,254100,7696.189755,2016,NA
Floyd County,40,NA,200000,228900,5000,2016,NA
Botetourt County,40.996,NA,90000,92000,2195.33613,2016,NA
Rockbridge County,41.631,NA,206450,259200,4959.044942,2016,NA
Essex County,42.719,NA,80000,81200,1872.703013,2016,NA
Amherst County,42.8,NA,395000,236000,9228.971963,2016,NA
Pittsylvania County,42.807,NA,85000,64200,1985.656551,2016,NA
Shenandoah County,42.813,NA,275000,294800,6423.282648,2016,NA
Tazewell County,43.16,NA,225000,199400,5213.160334,2016,NA
Albemarle County,44,NA,300000,402500,6818.181818,2016,NA
Fluvanna County,45.19,NA,135570,183800,3000,2016,NA
Campbell County,46.44,NA,126000,106600,2713.178295,2016,NA
Amherst County,46.75,NA,219000,163500,4684.491979,2016,NA
Floyd County,47,NA,100000,150400,2127.659574,2016,NA
Dinwiddie County,47.319,NA,132000,146200,2789.577125,2016,NA
Pittsylvania County,47.4,NA,75000,85300,1582.278481,2016,NA
Grayson County,47.784,NA,190000,259000,3976.226352,2016,NA
Scott County,48.07,NA,80000,88300,1664.239651,2016,NA
Pittsylvania County,49.18,NA,115000,98900,2338.348922,2016,NA
Carroll County,49.892,NA,155000,149400,3106.710495,2016,NA
King William County,50,NA,90000,138700,1800,2016,NA
Surry County,50.15,NA,90000,96000,1794.616152,2016,NA
Rappahannock County,51.23,NA,380000,376600,7417.528792,2016,NA
Amelia County,51.291,NA,225000,115000,4386.734515,2016,NA
Pittsylvania County,52.95,NA,72000,62600,1359.773371,2016,NA
Carroll County,55.707,NA,180200,242000,3234.781984,2016,NA
Washington County,56.4,NA,80000,88600,1418.439716,2016,NA
Buckingham County,57.5,NA,127000,119800,2208.695652,2016,NA
Tazewell County,60,NA,44000,39700,733.3333333,2016,NA
Bedford County,60.75,NA,175000,272300,2880.658436,2016,NA
King William County,67.7,NA,133000,137700,1964.549483,2016,NA
Rappahannock County,69.0291,NA,380000,304300,5504.924735,2016,NA
Mecklenburg County,70.22,NA,125000,77200,1780.119624,2016,NA
Amelia County,79.869,NA,424000,375300,5308.692985,2016,NA
Scott County,96.06,NA,212500,151400,2212.159067,2016,NA
Frederick County,100,NA,580000,659100,5800,2016,NA
Lunenburg County,105,NA,165000,179400,1571.428571,2016,NA
York County,114.54,NA,350000,666000,3055.701065,2016,NA
Amherst County,138,NA,215917,230100,1564.615942,2016,NA
Albemarle County,143.65,NA,395000,523800,2749.738949,2016,NA
Henrico County,158.1,NA,835000,845500,5281.467426,2016,NA
Amelia County,20,NA,90000,78500,4500,2016,NA
Dinwiddie County,20,NA,35000,36000,1750,2016,NA
Grayson County,20.012,NA,150000,110600,7495.502698,2016,NA
Augusta County,20.15,NA,63000,60500,3126.550868,2016,NA
Halifax County,20.29,NA,305000,219426,15032.03549,2016,NA
Warren County,20.7895,NA,200000,192000,9620.240987,2016,NA
Botetourt County,21,NA,78000,84000,3714.285714,2016,NA
Halifax County,21.66,NA,212000,152552,9787.626962,2016,NA
Albemarle County,22.1,NA,250000,210100,11312.21719,2016,NA
Bedford County,22.767,NA,87500,79300,3843.281943,2016,NA
Grayson County,23.031,NA,120000,149900,5210.368634,2016,NA
Wythe County,23.049,NA,200000,197000,8677.166038,2016,NA
Carroll County,23.4446,NA,82500,70300,3518.933998,2016,NA
Buckingham County,23.88,NA,230000,205600,9631.490787,2016,NA
Halifax County,24.473,NA,40000,43818,1634.454297,2016,NA
Carroll County,24.871,NA,85000,62200,3417.634997,2016,NA
Halifax County,26.05,NA,99900,110683,3834.932821,2016,NA
Lee County,26.935,NA,20000,22700,742.5283089,2016,NA
Alleghany County,27.62,NA,194500,82400,7041.998552,2016,NA
Greensville County,30.51,NA,29500,30250,966.8960996,2016,NA
Charles City County,33.06,NA,65000,74500,1966.122202,2016,NA
Patrick County,35.492,NA,212500,169200,5987.264736,2016,NA
King William County,37.359,NA,268000,319900,7173.639551,2016,NA
Madison County,41,NA,492000,389700,12000,2016,NA
Campbell County,44.16,NA,110000,105200,2490.942029,2016,NA
Halifax County,52.25,NA,70000,97170,1339.712919,2016,NA
Halifax County,167.15,NA,161000,164650,963.2067006,2016,NA
Bland County,20.092,NA,39500,38000,1965.9566,2016,NA
Powhatan County,20.18,NA,119000,110700,5896.927651,2016,NA
Botetourt County,20.282,NA,64500,60200,3180.159748,2016,NA
Carroll County,20.351,NA,32500,30200,1596.973122,2016,NA
Spotsylvania County,20.51,NA,149950,104000,7311.067772,2016,NA
Scott County,20.87,NA,23000,31300,1102.060374,2016,NA
Albemarle County,21,NA,349000,299700,16619.04762,2016,NA
Powhatan County,21.15,NA,300000,259400,14184.39716,2016,NA
Prince Edward County,21.3,NA,108366,80500,5087.605634,2016,NA
Nottoway County,21.342,NA,205000,181920,9605.472777,2016,NA
Northumberland County,21.35,NA,53000,50500,2482.435597,2016,NA
Warren County,21.568,NA,283000,279100,13121.2908,2016,NA
Fluvanna County,21.65,NA,355000,313400,16397.22864,2016,NA
Amherst County,21.72,NA,242500,216200,11164.82505,2016,NA
Madison County,21.879,NA,225000,221100,10283.83381,2016,NA
Campbell County,22.1,NA,125000,89700,5656.108597,2016,NA
Caroline County,22.2,NA,295000,272700,13288.28829,2016,NA
Roanoke County,22.24,NA,125000,122500,5620.503597,2016,NA
Halifax County,22.651,NA,45300,53541,1999.911704,2016,NA
Lee County,23,NA,200000,193800,8695.652174,2016,NA
Lunenburg County,23,NA,54000,42500,2347.826087,2016,NA
Brunswick County,23.52,NA,25000,21700,1062.92517,2016,NA
Washington County,23.66,NA,74000,59200,3127.641589,2016,NA
Pittsylvania County,24,NA,36580,56500,1524.166667,2016,NA
Rockbridge County,24.35,NA,70500,73100,2895.277207,2016,NA
Augusta County,24.51,NA,310000,322200,12647.89882,2016,NA
Franklin County,24.58,NA,80000,77700,3254.6786,2016,NA
Richmond County,24.7,NA,25000,29640,1012.145749,2016,NA
Wythe County,24.72,NA,272500,196000,11023.46278,2016,NA
Tazewell County,24.92,NA,65000,40900,2608.346709,2016,NA
Northampton County,24.95,NA,50000,32400,2004.008016,2016,NA
Charles City County,25,NA,99000,113000,3960,2016,NA
Rappahannock County,25.034300000000002,NA,260000,187800,10385.75075,2016,NA
Orange County,25.103,NA,350000,304100,13942.55667,2016,NA
Patrick County,25.203,NA,50000,113400,1983.890807,2016,NA
Amherst County,25.483,NA,70000,76400,2746.929325,2016,NA
Appomattox County,25.55,NA,200000,176500,7827.78865,2016,NA
Rappahannock County,25.5895,NA,270000,294800,10551.20264,2016,NA
Franklin County,25.75,NA,69900,91900,2714.563107,2016,NA
Montgomery,25.789,NA,205000,196300,7949.125596,2016,NA
Buchanan County,26,NA,9000,10400,346.1538462,2016,NA
Essex County,26.1,NA,95000,113000,3639.846743,2016,NA
Lee County,26.1,NA,60000,26200,2298.850575,2016,NA
Nelson County,26.12,NA,210000,238900,8039.816233,2016,NA
Grayson County,26.2,NA,250000,298800,9541.984733,2016,NA
Clarke County,26.467,NA,215000,226800,8123.323384,2016,NA
Washington County,26.7,NA,195000,178000,7303.370787,2016,NA
Floyd County,27.059,NA,93900,50600,3470.19476,2016,NA
Shenandoah County,27.097,NA,260000,329500,9595.158136,2016,NA
Cumberland County,27.2,NA,240000,189230,8823.529412,2016,NA
Pittsylvania County,27.285,NA,39200,54600,1436.686824,2016,NA
Albemarle County,27.33,NA,55000,61000,2012.440542,2016,NA
Botetourt County,27.673,NA,260000,190000,9395.439598,2016,NA
Washington County,27.762,NA,185000,135100,6663.78503,2016,NA
Loudon County,28.16,NA,225000,177900,7990.056818,2016,NA
Washington County,29.5,NA,200000,207300,6779.661017,2016,NA
Fluvanna County,30,NA,500000,412000,16666.66667,2016,NA
Rockbridge County,30.21,NA,78400,90600,2595.167163,2016,NA
Loudon County,30.28,NA,165000,163000,5449.141347,2016,NA
Brunswick County,30.46,NA,35000,42100,1149.047932,2016,NA
Rockingham County,31.3,NA,515000,535900,16453.67412,2016,NA
Montgomery,31.5,NA,42000,42500,1333.333333,2016,NA
Powhatan County,31.858,NA,225000,258500,7062.590244,2016,NA
Lee County,33,NA,30000,25600,909.0909091,2016,NA
New Kent County,33.85,NA,96000,107400,2836.041359,2016,NA
Washington County,33.95,NA,225000,253100,6627.393225,2016,NA
Nelson County,34.65,NA,120000,207900,3463.203463,2016,NA
Loudon County,34.85,NA,150000,54000,4304.160689,2016,NA
Scott County,35,NA,61500,43500,1757.142857,2016,NA
Botetourt County,35.1,NA,550000,476800,15669.51567,2016,NA
Carroll County,35.66,NA,130000,159800,3645.541223,2016,NA
Wythe County,35.976,NA,55000,72000,1528.796976,2016,NA
Stafford County,36.78,NA,515000,541400,14002.1751,2016,NA
Chesterfield County,37.08,NA,182600,165000,4924.487594,2016,NA
Franklin County,37.25,NA,200000,195600,5369.127517,2016,NA
Louisa County,37.418,NA,139098,219800,3717.408734,2016,NA
Lunenburg County,38.37,NA,92500,68200,2410.737555,2016,NA
Caroline County,38.6,NA,82200,96500,2129.533679,2016,NA
Spotsylvania County,38.79,NA,180000,174100,4640.37123,2016,NA
Albemarle County,38.82,NA,485000,473800,12493.56002,2016,NA
Brunswick County,39.009,NA,60000,76400,1538.106591,2016,NA
Westmoreland County,39.32,NA,88470,63900,2250,2016,NA
Grayson County,39.5,NA,300000,217800,7594.936709,2016,NA
Rockbridge County,39.627,NA,147000,138700,3709.591945,2016,NA
Culpeper County,40,NA,60000,80000,1500,2016,NA
Rappahannock County,40,NA,400000,516200,10000,2016,NA
Pittsylvania County,40.7,NA,55000,121300,1351.351351,2016,NA
Dickenson County,41.5,NA,36500,31800,879.5180723,2016,NA
Albemarle County,42.59,NA,520000,466900,12209.43884,2016,NA
Fluvanna County,42.8,NA,350000,287700,8177.570093,2016,NA
Fauquier County,42.93,NA,599000,502500,13952.94666,2016,NA
Greene County,43.05,NA,300000,241500,6968.641115,2016,NA
Bedford County,43.834,NA,215000,360200,4904.868367,2016,NA
Pittsylvania County,44.01,NA,85000,95800,1931.379232,2016,NA
Prince Edward County,45.3,NA,156250,100800,3449.227373,2016,NA
Highland County,46.63,NA,96000,146900,2058.760455,2016,NA
Montgomery,47.85,NA,522000,409200,10909.09091,2016,NA
Henry County,49.375,NA,59000,66000,1194.936709,2016,NA
King & Queen County,50,NA,60000,75000,1200,2016,NA
Northampton County,50,NA,150000,174300,3000,2016,NA
Rappahannock County,50,NA,240000,300000,4800,2016,NA
Albemarle County,52.5,NA,775000,860300,14761.90476,2016,NA
Madison County,53.47805,NA,181825,336900,3399.993081,2016,NA
Bedford County,54.553,NA,166614,163700,3054.167507,2016,NA
Lancaster County,59.755,NA,170000,198800,2844.950213,2016,NA
Albemarle County,60,NA,425000,583400,7083.333333,2016,NA
Madison County,61.2752,NA,460000,612200,7507.11544,2016,NA
Bedford County,63,NA,330000,359700,5238.095238,2016,NA
Scott County,64.08,NA,51300,46100,800.5617978,2016,NA
Frederick County,66.06,NA,464530,405600,7031.94066,2016,NA
Shenandoah County,67.42,NA,390000,509400,5784.63364,2016,NA
Botetourt County,69.117,NA,345000,388700,4991.536091,2016,NA
Surry County,71.5,NA,103000,133300,1440.559441,2016,NA
Botetourt County,72,NA,180000,216000,2500,2016,NA
Southampton County,75.02,NA,188000,168100,2505.9984,2016,NA
Albemarle County,77.62,NA,700000,859300,9018.294254,2016,NA
Lunenburg County,80.18,NA,75000,68400,935.3953604,2016,NA
Lee County,84,NA,80000,97000,952.3809524,2016,NA
Giles County,92.84,NA,60000,48000,646.2731581,2016,NA
Tazewell County,118.04,NA,85000,59000,720.0948831,2016,NA
Southampton County,153.98,NA,350000,355000,2273.02247,2016,NA
Buckingham County,253.24,NA,850000,532600,3356.499763,2016,NA
Powhatan County,267.147,NA,2000000,1870000,7486.514915,2016,NA
Roanoke County,20,NA,240000,313600,12000,2016,NA
Washington County,20.17,NA,230000,206700,11403.07387,2016,NA
Mecklenburg County,20.97,NA,50000,27600,2384.358608,2016,NA
Campbell County,21,NA,140000,148200,6666.666667,2016,NA
Isle of Wight,21,NA,187600,187500,8933.333333,2016,NA
Southampton County,21,NA,40000,46700,1904.761905,2016,NA
Spotsylvania County,21,NA,69000,92500,3285.714286,2016,NA
Mecklenburg County,21.01,NA,47000,41800,2237.029986,2016,NA
Albemarle County,21.02,NA,142500,223100,6779.25785,2016,NA
Louisa County,21.0831,NA,204000,189600,9675.996414,2016,NA
King William County,21.11,NA,54000,27400,2558.02937,2016,NA
Bedford County,21.444,NA,70000,81300,3264.316359,2016,NA
Amelia County,21.485,NA,285000,231600,13265.06865,2016,NA
Lancaster County,21.608,NA,75000,74200,3470.93669,2016,NA
Southampton County,21.99,NA,72000,66000,3274.215553,2016,NA
Carroll County,22,NA,50000,55000,2272.727273,2016,NA
Charlotte County,22,NA,28600,22516,1300,2016,NA
Scott County,22.11,NA,20000,33200,904.5680687,2016,NA
Pittsylvania County,22.14,NA,43000,44300,1942.186089,2016,NA
Orange County,22.266,NA,165000,89100,7410.401509,2016,NA
Craig County,22.58,NA,120000,39000,5314.437555,2016,NA
Pittsylvania County,22.683,NA,60000,50800,2645.152758,2016,NA
Patrick County,22.711,NA,93000,107500,4094.931971,2016,NA
Brunswick County,22.88,NA,40000,43300,1748.251748,2016,NA
Nelson County,23.02,NA,92500,57600,4018.245004,2016,NA
Grayson County,23.8,NA,221000,371200,9285.714286,2016,NA
Gloucester County,24,NA,126805,32340,5283.541667,2016,NA
Patrick County,24.2878,NA,189900,167200,7818.740273,2016,NA
Nelson County,24.32,NA,400000,355900,16447.36842,2016,NA
Augusta County,24.36,NA,375000,411300,15394.08867,2016,NA
Floyd County,24.454,NA,85000,104900,3475.913961,2016,NA
Goochland County,24.563,NA,122000,125800,4966.820014,2016,NA
Rockbridge County,24.72,NA,288600,321200,11674.75728,2016,NA
Carroll County,24.8679,NA,255000,187800,10254.1831,2016,NA
Cumberland County,24.893,NA,150000,124350,6025.790383,2016,NA
Roanoke County,24.99,NA,120000,77000,4801.920768,2016,NA
Dinwiddie County,25,NA,295000,252600,11800,2016,NA
New Kent County,25,NA,135000,120600,5400,2016,NA
Albemarle County,25.01,NA,160000,205800,6397.441024,2016,NA
New Kent County,25.01,NA,131500,120700,5257.896841,2016,NA
Pulaski County,25.09,NA,192000,170300,7652.451176,2016,NA
Southampton County,25.2,NA,27000,36400,1071.428571,2016,NA
Franklin County,25.25,NA,40000,58400,1584.158416,2016,NA
Southampton County,25.27,NA,45000,29600,1780.767709,2016,NA
King William County,25.3,NA,215000,183300,8498.023715,2016,NA
New Kent County,25.35,NA,147000,108200,5798.816568,2016,NA
Floyd County,25.465,NA,95000,114600,3730.610642,2016,NA
Patrick County,25.477,NA,81526,62500,3199.9843,2016,NA
Appomattox County,25.74,NA,230010,300700,8935.897436,2016,NA
Franklin County,25.75,NA,79000,90900,3067.961165,2016,NA
Richmond County,25.8,NA,93000,71720,3604.651163,2016,NA
Albemarle County,25.98,NA,248000,237300,9545.804465,2016,NA
Frederick County,26,NA,48000,64800,1846.153846,2016,NA
Prince Edward County,26.63,NA,80000,145700,3004.13068,2016,NA
Fauquier County,26.81,NA,399000,298100,14882.50653,2016,NA
Augusta County,27.18,NA,73500,81600,2704.19426,2016,NA
King & Queen County,28.5,NA,182400,93500,6400,2016,NA
Westmoreland County,28.68,NA,41000,45000,1429.567643,2016,NA
Brunswick County,30,NA,221500,153700,7383.333333,2016,NA
Patrick County,30,NA,75000,76500,2500,2016,NA
Fauquier County,30.36,NA,350000,273300,11528.32675,2016,NA
Amherst County,30.95,NA,450000,486800,14539.57997,2016,NA
Albemarle County,31.3,NA,250000,309000,7987.220447,2016,NA
Bedford County,31.952,NA,111832,159800,3500,2016,NA
Amherst County,32.597,NA,412500,438600,12654.53876,2016,NA
Culpeper County,32.69,NA,168750,130760,5162.129091,2016,NA
Virginia Beach,32.8,NA,522000,345200,15914.63415,2016,NA
Rockingham County,33.34,NA,230000,185900,6898.620276,2016,NA
Charlotte County,33.72,NA,109000,49700,3232.502966,2016,NA
Smyth County,34,NA,58000,34000,1705.882353,2016,NA
Buckingham County,34.2,NA,160000,65300,4678.362573,2016,NA
Brunswick County,34.65,NA,35000,51900,1010.10101,2016,NA
Caroline County,35.55,NA,365500,350300,10281.29395,2016,NA
Orange County,37.016,NA,535000,489900,14453.20942,2016,NA
Brunswick County,37.46,NA,55000,46700,1468.232782,2016,NA
Amherst County,37.59,NA,87200,94000,2319.765895,2016,NA
Lunenburg County,37.7,NA,130000,151900,3448.275862,2016,NA
Lee County,38.6,NA,38850,20200,1006.476684,2016,NA
Augusta County,38.82,NA,250000,283700,6439.979392,2016,NA
Highland County,39.925,NA,147000,127000,3681.903569,2016,NA
Frederick County,40.0638,NA,100000,133000,2496.01885,2016,NA
Greensville County,43.08,NA,51000,45900,1183.844011,2016,NA
Pittsylvania County,43.471,NA,205000,167300,4715.787537,2016,NA
Wise County,44.105,NA,350000,427900,7935.608208,2016,NA
Essex County,44.74,NA,117500,100000,2626.285203,2016,NA
Brunswick County,44.75,NA,75000,63000,1675.977654,2016,NA
Nelson County,45.34,NA,159000,203900,3506.83723,2016,NA
Montgomery,45.517,NA,264000,248300,5800.030758,2016,NA
Frederick County,47,NA,220000,190200,4680.851064,2016,NA
Cumberland County,49.4307,NA,60000,59320,1213.820561,2016,NA
Bland County,50,NA,125000,188100,2500,2016,NA
Frederick County,50,NA,339000,253300,6780,2016,NA
Culpeper County,51.1,NA,130000,118500,2544.031311,2016,NA
Westmoreland County,52.857,NA,200000,178300,3783.79401,2016,NA
Bedford County,68,NA,285000,260700,4191.176471,2016,NA
Chesterfield County,81,NA,328300,345000,4053.08642,2016,NA
Grayson County,97,NA,225000,301000,2319.587629,2016,NA
Wythe County,113.856,NA,375000,401300,3293.634064,2016,NA
Fluvanna County,120.2,NA,485800,474200,4041.597338,2016,NA
Pulaski County,131.16,NA,367248,157400,2800,2016,NA
Bedford County,20,NA,200000,186200,10000,2016,NA
Craig County,20,NA,117000,119900,5850,2016,NA
Gloucester County,20,NA,90000,81860,4500,2016,NA
Halifax County,20,NA,45500,45310,2275,2016,NA
Henry County,20,NA,155000,124300,7750,2016,NA
King William County,20,NA,70000,18900,3500,2016,NA
Lunenburg County,20,NA,55500,65600,2775,2016,NA
Pittsylvania County,20,NA,289900,314900,14495,2016,NA
Spotsylvania County,20,NA,128000,135400,6400,2016,NA
Spotsylvania County,20,NA,74995,84800,3749.75,2016,NA
Warren County,20,NA,225000,200000,11250,2016,NA
Carroll County,20.0121,NA,97000,80000,4847.067524,2016,NA
Bedford County,20.02,NA,210000,253600,10489.51049,2016,NA
Culpeper County,20.026,NA,330000,284504,16478.57785,2016,NA
Goochland County,20.037,NA,324000,345400,16170.08534,2016,NA
Amherst County,20.039,NA,50000,70600,2495.134488,2016,NA
Dinwiddie County,20.0424,NA,265000,233800,13221.96942,2016,NA
Buckingham County,20.05,NA,70000,55700,3491.27182,2016,NA
Dinwiddie County,20.05,NA,160000,153100,7980.049875,2016,NA
Dinwiddie County,20.05,NA,128870,169800,6427.431421,2016,NA
Appomattox County,20.07,NA,65000,50200,3238.664674,2016,NA
Pittsylvania County,20.078,NA,30000,59600,1494.172726,2016,NA
Culpeper County,20.0845,NA,193900,130600,9654.210959,2016,NA
Pittsylvania County,20.104,NA,30460,32200,1515.121369,2016,NA
Frederick County,20.13,NA,75000,68300,3725.782414,2016,NA
Powhatan County,20.17,NA,160000,164400,7932.573128,2016,NA
Prince Edward County,20.19,NA,60000,63000,2971.768202,2016,NA
Rockbridge County,20.21,NA,136450,71100,6751.608115,2016,NA
Dinwiddie County,20.221,NA,70000,78600,3461.747688,2016,NA
Hanover County,20.229,NA,165000,161400,8156.606852,2016,NA
Mecklenburg County,20.26,NA,44900,38500,2216.189536,2016,NA
Appomattox County,20.28,NA,39000,50700,1923.076923,2016,NA
Richmond County,20.43,NA,25000,24516,1223.690651,2016,NA
Rockingham County,20.455,NA,310000,304200,15155.21877,2016,NA
Bedford County,20.683,NA,154000,194200,7445.728376,2016,NA
Caroline County,20.819,NA,65000,62500,3122.148038,2016,NA
Patrick County,20.878,NA,120000,122800,5747.676981,2016,NA
Appomattox County,20.97,NA,240000,219500,11444.92132,2016,NA
Warren County,20.995,NA,225000,210000,10716.83734,2016,NA
Louisa County,21,NA,130000,89000,6190.47619,2016,NA
Prince George County,21.037,NA,307000,334300,14593.33555,2016,NA
Albemarle County,21.04,NA,160000,109300,7604.562738,2016,NA
Caroline County,21.0525,NA,135000,100200,6412.540078,2016,NA
Albemarle County,21.06,NA,345000,329600,16381.76638,2016,NA
Chesterfield County,21.06,NA,108200,117000,5137.701804,2016,NA
Rockingham County,21.094,NA,223900,237700,10614.39272,2016,NA
Cumberland County,21.1,NA,202000,151240,9573.459716,2016,NA
Fauquier County,21.1,NA,250000,158600,11848.34123,2016,NA
Roanoke County,21.127,NA,108000,70400,5111.942065,2016,NA
Stafford County,21.15,NA,219900,183600,10397.16312,2016,NA
Lunenburg County,21.17,NA,129000,106000,6093.528578,2016,NA
Isle of Wight,21.1895,NA,94000,100500,4436.159419,2016,NA
Northumberland County,21.227,NA,195000,128900,9186.41353,2016,NA
Hanover County,21.23,NA,250000,218800,11775.78898,2016,NA
Pittsylvania County,21.23,NA,69900,46700,3292.510598,2016,NA
Albemarle County,21.28,NA,125000,180100,5874.06015,2016,NA
Westmoreland County,21.33,NA,250000,162700,11720.58134,2016,NA
Lee County,21.366,NA,291700,229200,13652.53206,2016,NA
Frederick County,21.554,NA,178100,150700,8262.967431,2016,NA
Cumberland County,21.62,NA,42500,48650,1965.772433,2016,NA
Bedford County,21.663,NA,325000,325900,15002.53889,2016,NA
Charlotte County,21.75,NA,130000,123998,5977.011494,2016,NA
Page County,21.76,NA,165000,231500,7582.720588,2016,NA
Washington County,21.79,NA,259000,250400,11886.18632,2016,NA
Warren County,21.79105,NA,180000,144100,8260.271992,2016,NA
Pittsylvania County,21.86,NA,25000,43700,1143.641354,2016,NA
Pulaski County,21.89,NA,113500,107900,5185.015989,2016,NA
Caroline County,21.9,NA,63000,72800,2876.712329,2016,NA
Westmoreland County,21.9297,NA,65000,56600,2964.016836,2016,NA
Warren County,22.1359,NA,118000,166000,5330.707132,2016,NA
Washington County,22.2,NA,120000,104900,5405.405405,2016,NA
Cumberland County,22.22,NA,130000,125610,5850.585059,2016,NA
Greensville County,22.27,NA,46500,22600,2088.010777,2016,NA
Bedford County,22.3592,NA,327000,367800,14624.85241,2016,NA
Alleghany County,22.418,NA,48000,36200,2141.136587,2016,NA
Buckingham County,22.48,NA,230000,222800,10231.31673,2016,NA
Fluvanna County,22.5,NA,207000,202600,9200,2016,NA
Frederick County,22.5,NA,168500,103000,7488.888889,2016,NA
Shenandoah County,22.626,NA,250000,247100,11049.23539,2016,NA
